"route_id","agency_id","route_short_name","route_long_name","route_type","route_color","route_text_color","route_desc"
"11261_3",356,"6193","Itzehoe > Westermoor > Bf. Wrist",3,"","",""
"11186_3",356,"6192","Brokstedt > Rosdorf > Kellinghusen",3,"","",""
"11185_3",356,"6191","Hohenwestedt > Rosdorf > Bf. Wrist",3,"","",""
"11183_3",356,"6182","Kellinghusen> Wrist > Kellinghusen",3,"","",""
"11182_3",356,"6181","Lohbarbek >Hohenlockstedt",3,"","",""
"11181_3",356,"6180","Itzehoe > Hohenlockstedt > Wrist",3,"","",""
"11310_3",366,"6580","Glückstadt > Wewelsfleth > Brokdorf",3,"","",""
"11309_3",366,"6560","Glückstadt > Kiebitzreihe > Elmshorn",3,"","",""
"11308_3",366,"6557","Steinburg > Horst > Elmshorn",3,"","",""
"11307_3",366,"6555","Horst > Kiebitzreihe > Sommerland > Neuenbrook",3,"","",""
"11306_3",366,"6554","Hohenfelde > Rethwisch",3,"","",""
"11305_3",366,"6553","Itzehoe > Breitenburg > Lägerdorf > Rethwisch",3,"","",""
"11304_3",366,"6551","Lägerdorf > Hohenfelde > Horst > Elmshorn",3,"","",""
"11303_3",366,"6550","Itzehoe > Rethwisch >Horst > Elmshorn",3,"","",""
"11301_3",366,"6532","Steindeich - Kollmar Schule",3,"","",""
"11300_3",366,"6530","Glückstadt > Kollmar > Neuendorf > Elmshorn",3,"","",""
"11299_3",366,"6527","Neuenbrook > Rethwisch, Schule > Krempe, Schulzentrum",3,"","",""
"11298_3",366,"6525","Itzehoe, ZOB > Horst > Elmshorn",3,"","",""
"11297_3",366,"6520","Itzehoe, ZOB > Bf. Krempe > Glückstadt",3,"","",""
"11296_3",366,"6106","Itzehoe, ZOB > Heiligenstedten > Itzehoe, ZOB",3,"","",""
"11295_3",366,"6105","Itzehoe > Bf. Kremperheide >  Neuenkirchen",3,"","",""
"11294_3",366,"6104"," Maria-Bornheim-Weg (Klinikum) > Itzehoe, ZOB > Oelixdorf",3,"","",""
"11293_3",366,"6103","Bachstraße (West) >ZOB > Marie-Curie-Ring",3,"","",""
"11292_3",366,"6102","Heiligenstedtenerkamp, Mittelstraße > Itzehoe, ZOB > Itzehoe IZET",3,"","",""
"11291_3",366,"6101","ZOB > Berufsbildungszentrum RBZ > ZOB		",3,"","",""
"11229_3",358,"6173","Vaalermoor > Nutteln > Wacken > Schenefeld, Schule",3,"","",""
"11228_3",358,"6172","Wacken, Schulen > Besdorf > Wacken, Schulen",3,"","",""
"11227_3",358,"6171","Itzehoe < Oldendorf > Bekdorf",3,"","",""
"11226_3",358,"6170","Itzehoe, ZOB > Wacken > Besdorf",3,"","",""
"11225_3",358,"6162","Wacken > Warringholz > Aasbüttel >Schenefeld",3,"","",""
"11224_3",358,"6161","Schenefeld > Reher > Puls > Schenefeld",3,"","",""
"11223_3",358,"6160","Itzehoe > Mehlbek > Schenefeld > Hanerau-Hademarschen",3,"","",""
"11222_3",358,"6151","Drage > Hohenaspe >Kaaks > Mehlbek > Heiligenstedten ",3,"","",""
"11221_3",358,"6150","Itzehoe >Hohenaspe > Schenefeld > Puls (Hohenwestedt)",3,"","",""
"9988_3",341,"8763","Nusse, ZOB > Trittau, Schulzentrum",3,"","",""
"9987_3",341,"765","Trittau > Vorburg > Schulzentrum",3,"","",""
"9986_3",341,"764","Lütjensee >Hoisdorf > Schmalenbeck",3,"","",""
"9985_3",341,"465","Großensee > Lütjensee > Grönwohld > Trittau",3,"","",""
"9984_3",341,"464","Großensee > Lütjensee > Trittau",3,"","",""
"9983_3",341,"369","Ahrensburg > %UB Großhansdorf > Hoisdorf > Lütjensee > Trittau",3,"","",""
"9982_3",341,"364","Bf. Rahlstedt > Großensee > Lütjensee > Trittau",3,"","",""
"9981_3",341,"264","Trittau > Trittauerfeld > Großensee > Bf. Rahlstedt",3,"","",""
"11816_3",126,"7753","Bf. Bad Segeberg > Birkenring",3,"","",""
"11781_3",126,"X81","Bf. Bergedorf > Schwarzenbek > Mölln, ZOB",3,"","",""
"11277_3",126,"6620","Wilster > Dammfleth > Brokdorf",3,"","",""
"11253_3",126,"7962","An der Moorkoppel > %AB Kaltenkirchen > GS Flottkamp",3,"","",""
"11252_3",126,"7961","Oersdorf > %AB Kaltenkirchen > Kaltenkirchen, Brookring",3,"","",""
"11251_3",126,"7752","Friedhof Ihlwald > ZOB > Weichseldamm",3,"","",""
"11250_3",126,"7751","Strandbad Ihlsee > ZOB > Kuckucksbarg",3,"","",""
"11249_3",126,"7592","Wakendorf II > Tangstedt > Nahe",3,"","",""
"11248_3",126,"7591","Seth > Leezen > Nahe",3,"","",""
"11246_3",126,"7508","Bad Bramstedt ->Großenaspe > Boostedt",3,"","",""
"11245_3",126,"7506","Brokdorf > Hardebek > Bad Bramstedt",3,"","",""
"11244_3",126,"7505","Borstel > Weddelbrook - Bad Bramstedt > Heidmoor",3,"","",""
"11243_3",126,"7504","Bad Bramstedt > Bimöhlen > Großenaspe",3,"","",""
"11242_3",126,"7503","Kellinghusen > Quarnstedt > Bad Bramstedt",3,"","",""
"11241_3",126,"7500","%AB Bad Bramstedt > %RB Bf. Wrist",3,"","",""
"11217_3",126,"6621","Wilster > Beidenfleth >Wewelsfleth",3,"","",""
"11215_3",126,"6623","Dammfleth > Brokdorf > Wilster",3,"","",""
"11214_3",126,"6624","Wewelsfleth > Stördorf - Wilster - Dammfleth > Wewelsfleth",3,"","",""
"11213_3",126,"6615","Kudensee > Landscheide > Wilster",3,"","",""
"11212_3",126,"6622","St. Margarethen > Wewelsfleth > Brokdorf",3,"","",""
"11211_3",126,"6613","Landscheide >Nortorf > Wilster",3,"","",""
"11210_3",126,"6612","Wilster > Nortorf - Ecklak > St. Margarethen",3,"","",""
"11209_3",126,"6611","Aebtissinwisch > Neuendorf-Sachsenbande > Wilster",3,"","",""
"9734_3",126,"8872","",3,"","",""
"9733_3",126,"8863","Schwarzenbek > Lütau > Gülzow > Lauenburg Schule",3,"","",""
"9732_3",126,"8836","Klein Pampau > Grabau > Schwarzenbek",3,"","",""
"9731_3",126,"8835","%RB Bf. Müssen > Elmenhorst > Grove > Schwarzenbek",3,"","",""
"9730_3",126,"8834","Müssen > Klein Pampau > Büchen Schulzentrum",3,"","",""
"9729_3",126,"8824","Brunstorf > Hohenhorn > Dassendorf",3,"","",""
"9728_3",126,"8815","Dassendorf > Brunstorf > Schwarzenbek",3,"","",""
"9727_3",126,"8775","Lübeck > Groß Sarau > Klempau > Krummesse",3,"","",""
"9726_3",126,"8774","Ratzeburg > Harmsdorf > Berkenthin",3,"","",""
"9725_3",126,"8773","Berkenthin > Kählstorf > Krummesse",3,"","",""
"9724_3",126,"8728","Hammoor > Todendorf > Sprenge > Mollhagen",3,"","",""
"9723_3",126,"8727","Sandesneben > Kastorf > Berkenthin",3,"","",""
"9207_3",126,"8182","Kastorf > Westerau > Bad Oldesloe",3,"","",""
"9206_3",126,"8181","Westerau > Groß Boden",3,"","",""
"9205_3",126,"8180","Bad Oldesloe > Groß Boden - Todendorf > Bargteheide",3,"","",""
"9204_3",126,"8118","Delingsdorf > Bargteheide",3,"","",""
"9203_3",126,"8117","Bargfelder Rögen > Bargfeld-Stegen",3,"","",""
"9202_3",126,"8116","Sattenfelde > Tremsbüttel > Bargteheide",3,"","",""
"9201_3",126,"8115","Bad Oldesloe > Lasbek > Bargteheide",3,"","",""
"9200_3",126,"8114","Bargfeld-Stegen > Elmenhorst > Bargteheide",3,"","",""
"9199_3",126,"8113","Klein Hansdorf > Ammersbek > Bargteheide",3,"","",""
"9198_3",126,"8112","",3,"","",""
"9197_3",126,"8111","Bargfeld-Stegen > Jersbek > Bargteheide",3,"","",""
"9196_3",126,"8106","Bf. Bargteheide > Bargteheide, Max-Planck-Straße",3,"","",""
"8866_3",126,"8104","Stadtverkehr Bad Oldesloe > Linie 4",3,"","",""
"8659_3",126,"8781","Grinau > Bliestorf > Krummesse",3,"","",""
"8658_3",126,"8780","Sandesneben > Siebenbäumen > Kronsforde > (Lübeck)",3,"","",""
"8657_3",126,"8772","Hollenbek > Ratzeburg",3,"","",""
"8656_3",126,"8771","Krummesse > Berkenthin",3,"","",""
"8655_3",126,"8770","Kronsforde > Berkenthin > Mölln",3,"","",""
"8653_3",126,"8742","Koberg >Kastorf > Berkenthin > Ratzeburg",3,"","",""
"8652_3",126,"8741","Kronsforde > Berkenthin (>Ratzeburg) ",3,"","",""
"8651_3",126,"8731","Rothenhausen  > Schiphorst > Sandesneben (>Hoisdorf)",3,"","",""
"8650_3",126,"8730","Bf. Ratzeburg > Nusse > Sandesneben > Bf. Ahrensburg",3,"","",""
"8649_3",126,"8726","Klinkrade > Sandesneben > Mollhagen > Bargteheide",3,"","",""
"8648_3",126,"8725","Mollhagen > Sandesneben > Bargteheide ",3,"","",""
"8647_3",126,"8724","Siebenbäumen > Schönberg > Trittau",3,"","",""
"8646_3",126,"8723","Klinkrade > Sirksfelde > Trittau",3,"","",""
"8645_3",126,"8722","Berkenthin > Kastorf > Sandesneben",3,"","",""
"8644_3",126,"8721","Schönberg > Linau > Sandesneben",3,"","",""
"8643_3",126,"8720","Lübeck > Kastorf > Sandesneben > Trittau",3,"","",""
"8546_3",126,"8740","Ratzeburg > Berkenthin > Kastorf > Bad Oldesloe",3,"","",""
"8497_3",126,"7725","Schlamersdorf, Am Markt > Trappenkamp, Schulen",3,"","",""
"8089_3",126,"6610","Itzehoe, ZOB > Wilster > Brunsbüttel-Süd, Bahnhofstraße",3,"","",""
"7709_3",126,"8136","Voßkaten - Zarpen, Schule",3,"","",""
"7708_3",126,"8134","Westerau > Trenthorst > Wesenberg > Reinfeld",3,"","",""
"7707_3",126,"8133","Steinfeld > Barnitz > Lokfeld > Reinfeld",3,"","",""
"7706_3",126,"8131","Lübeck > Mönkhagen  > Heilshoop > Zarpen >Reinfeld ",3,"","",""
"7686_3",126,"8822","Kröppelshagen - Aumühle",3,"","",""
"7259_3",126,"8833","Büchen > Müssen > Schwarzenbek",3,"","",""
"5661_3",126,"8105","Stadtverkehr Bad Oldesloe > Linie 5",3,"","",""
"5646_3",126,"8171","Zarpen > Reinfeld > Bad Oldesloe",3,"","",""
"5645_3",126,"8170","Bad Oldesloe > Steinfeld > Reinfeld",3,"","",""
"5641_3",126,"8150","Pöhls > Zarpen > Badendorf > Groß Steinrade > Lübeck",3,"","",""
"5636_3",126,"7551","Gesamtverkehr Bad Segeberg > Seth > Oering",3,"","",""
"5368_3",126,"7922","Heidmühlen > Rickling > Kleinkummerfeld",3,"","",""
"5367_3",126,"7921","Groß Kummerfeld > Kleinkummerfeld > Boostedt",3,"","",""
"5366_3",126,"7920","Wahlstedt > Heidmühlen > Boostedt",3,"","",""
"5153_3",126,"7722","Hutzfeld > Berlin > Travenort > Schlamersdorf",3,"","",""
"5151_3",126,"7720","Schlamersdorf > Berlin > Hutzfeld ",3,"","",""
"4649_3",126,"8711","Groß Grönau > Groß Sarau > Hornstorf > Groß Grönau",3,"","",""
"4648_3",126,"8710","Lübeck > Ratzeburg > Mölln",3,"","",""
"4647_3",126,"8881","Basthorst > Kasseburg > Möhnsen > Schwarzenbek",3,"","",""
"4646_3",126,"8880","Schwarzenbek > Trittau",3,"","",""
"4645_3",126,"8871","Schwarzenbek > Kollow > Gülzow > Geesthacht",3,"","",""
"4644_3",126,"8870","Schwarzenbek > Kollow > Gülzow > Wiershop > Geesthacht",3,"","",""
"4643_3",126,"8861","Lanze > Lauenburg > Gülzow > Lütau > Schulendorf > Schwarzenbek",3,"","",""
"4642_3",126,"8860","Schwarzenbek > Lütau > Gülzow > Krukow > Lauenburg",3,"","",""
"4641_3",126,"8852","Gudow > Sarnekow > Büchen",3,"","",""
"4640_3",126,"8851","Göttin > Besenthal > Langenlehsten > Büchen",3,"","",""
"4639_3",126,"8850","Büchen > Gudow > Sterley > Mölln",3,"","",""
"4638_3",126,"8843","Stötebrück > Basedow > Dalldorf > Lütau",3,"","",""
"4637_3",126,"8842","Dalldorf > Basedow > Stötebrück > Lauenburg ",3,"","",""
"4636_3",126,"8841","Basedow > Dalldorf > Wangelau > Büchen",3,"","",""
"4635_3",126,"8840","Lauenburg  > Witzeeze  >  Büchen",3,"","",""
"4634_3",126,"8832","Schwarzenbek > Elmenhorst > Groß Pampau > Büchen",3,"","",""
"4633_3",126,"8831","Groß Schretstaken > Woltersdorf > Hornbek > Siebeneichen > Büchen",3,"","",""
"4632_3",126,"8830","Mölln > Woltersdorf > Güster > Büchen",3,"","",""
"4631_3",126,"8823","Hamwade > Brunstorf > Dassendorf",3,"","",""
"4629_3",126,"8821","Dassendorf - Geesthacht",3,"","",""
"4628_3",126,"8820","Krabbenkamp > Aumühle > Dassendorf > Geesthacht",3,"","",""
"4627_3",126,"8814","Talkau > Schretstaken > Fuhlenhagen > Breitenfelde > Mölln",3,"","",""
"4626_3",126,"8813","Büchen > Güster > Breitenfelde > Mölln",3,"","",""
"4625_3",126,"8812","Talkau > Fuhlenhagen > Elmenhorst > Schwarzenbek",3,"","",""
"4624_3",126,"8811","Schwarzenbek > Dassendorf > Reinbek",3,"","",""
"4623_3",126,"8810","Bergedorf > Schwarzenbek > Mölln",3,"","",""
"3611_3",126,"7977","Flexibus Kaltenkirchen",3,"","",""
"3576_3",126,"7671","Schülerverkehr Neuengörs",3,"","",""
"2413_3",126,"7540","Bad Segeberg / Kükels > Bebensee > Leezen",3,"","",""
"2412_3",126,"7530","Bad Segeberg > Todesfelde > Leezen",3,"","",""
"2272_3",126,"8160","Bad Oldesloe> Benstaben > Groß Wesenberg",3,"","",""
"2270_3",126,"8146","Seefeld > Poggensee > Bad Oldesloe",3,"","",""
"2269_3",126,"8145","Sühlen > Schlamersdorf > Bad Oldesloe",3,"","",""
"2268_3",126,"8142","Nütschau > Tralau > Bad Oldesloe",3,"","",""
"2267_3",126,"8140","Bad Oldesloe > Kayhude, Segeberger Straße",3,"","",""
"2265_3",126,"8130","Reinfeld > Klein Wesenberg > Groß Wesenberg > Lübeck",3,"","",""
"2260_3",126,"8122","Pölitz > Hohenholz > Bad Oldesloe",3,"","",""
"2259_3",126,"8121","Rümpel > Höltenklinken > Bad Oldesloe",3,"","",""
"2258_3",126,"8120","Bad Oldesloe > Pölitz > Lasbek > Sprenge > Trittau",3,"","",""
"2249_3",126,"8110","Bad Oldesloe > Bargteheide > Ahrensburg",3,"","",""
"2247_3",126,"8103","Stadtverkehr Bad Oldesloe > Linie 3",3,"","",""
"2246_3",126,"8102","Stadtverkehr Bad Oldesloe > Linie 2",3,"","",""
"2245_3",126,"8101","Stadtverkehr Bad Oldesloe > Linie 1",3,"","",""
"2244_3",126,"7980","Borstel > Stuvenborn > Kaltenkirchen",3,"","",""
"2242_3",126,"7975","Kaltenkirchen > Nützen > Lentföhrden",3,"","",""
"2240_3",126,"7973","Kaltenkirchen > Kisdorf > Sievershütten > Oering",3,"","",""
"2239_3",126,"7972","Kaltenkirchen > Struvenhütten > Bredenbekshorst",3,"","",""
"2238_3",126,"7971","Kaltenkirchen > Schmalfeld > Hasenmoor",3,"","",""
"2237_3",126,"7970","Kaltenkirchen > Langeln > Alveslohe",3,"","",""
"2236_3",126,"7950","Bad Segeberg > Stuvenborn > Kaltenkirchen",3,"","",""
"2234_3",126,"7930","Bad Segeberg > Fahrenkrug > Rickling > Trappenkamp",3,"","",""
"2232_3",126,"7915","Neumünster > Willingrade > Rickling",3,"","",""
"2228_3",126,"7900","Bad Segeberg > Fahrenkrug > Wahlstedt",3,"","",""
"2224_3",126,"7705","Bad Segeberg > Warderfelde > Schieren > Bad Segeberg",3,"","",""
"2223_3",126,"7701","Bad Segeberg > Schieren > Göls",3,"","",""
"2222_3",126,"7700","Bad Segeberg > Schlamersdorf",3,"","",""
"2221_3",126,"7680","Goldenbek > Pronstorf > Strenglin > (Bad Segeberg) > Goldenbek",3,"","",""
"2220_3",126,"7670","Bad Segeberg > Traventhal - Struckdorf > Bad Segeberg",3,"","",""
"2219_3",126,"7660","Goldenbek > Struckdorf > Neuengörs > Bad Segeberg",3,"","",""
"2218_3",126,"7651","Langniendorf > Westerrade - Geschendorf > Bad Segeberg",3,"","",""
"2217_3",126,"7650","Schnellbus Lübeck > Bad Segeberg",3,"","",""
"2215_3",126,"7600","Bad Segeberg > Hartenholm > Bad Bramstedt",3,"","",""
"2213_3",126,"7580","Oering > Seth > Sülfeld",3,"","",""
"2212_3",126,"7570","Bad Segeberg > Mözen - Bockhorn > Leezen",3,"","",""
"2211_3",126,"7550","Bad Segeberg > %UB Ochsenzoll",3,"","",""
"11787_3",106,"5016","Freibad >ZOB> Am Sande",3,"","",""
"11786_3",106,"5008","Am Sande > ZOB > Stöteroggestraße (Nord)",3,"","",""
"11771_3",106,"550","Fischbek -  Neu Wulmstorf - Neuenfelde - Finkenwerder",3,"","",""
"11283_3",106,"5707","Lüneburg -Oerzen-Drögennindorf- Amelinghausen - Schwindebeck",3,"","",""
"11281_3",106,"5607","Barnstedt - Embsen",3,"","",""
"11096_3",106,"Heide-Shuttle","Heide-Shuttle Bf. Lüneburg - Melbeck - Amelinghausen - Döhle - Egestorf - Kirchgellersen",3,"","",""
"10101_3",106,"4750","Buchholz  - Rade - Neu Wulmstorf - Finkenwerder",3,"","",""
"9787_3",106,"2075","Baustellenfahrplan Bützfleth - Asselermoor - Drochtersen - Assel - Wethe",3,"","",""
"9786_3",106,"2018","Baustellenfahrplan Haddorf - Am Exerzierplatz",3,"","",""
"9711_3",106,"2012","Baustellenfahrplan Schwinge - Wiepenkathen - Am Exerzierplatz  - Bf. Stade",3,"","",""
"9620_3",106,"5315","Lüneburg - Barendorf - Dahlenburg - Ventschau",3,"","",""
"9619_3",106,"5115","Lüneburg  - Scharnebeck - Rullstorf - Boltersen -  Neetze",3,"","",""
"9506_3",106,"5004","ZOB/Bahnhof > Goseburg > Ochtmissen",3,"","",""
"9221_3",106,"4860","Halvesbostel - Dohren - Tostedt",3,"","",""
"9191_3",106,"5020","Lüneburg - Deutsch Evern",3,"","",""
"9190_3",106,"5019","Lüneburg > Wendisch Evern",3,"","",""
"9189_3",106,"4666","Winsen > Hoopte > Over",3,"","",""
"9188_3",106,"4665","Bahlburg - Pattensen - Stelle",3,"","",""
"9187_3",106,"4644","Hollenstedt - Dohren - Tostedt",3,"","",""
"9186_3",106,"4606","Sottorf - Ehestorf - Vahrendorf",3,"","",""
"9185_3",106,"4605","Ehestorf - Nenndorf - Hittfeld",3,"","",""
"9184_3",106,"540","Ringlinie Neu Wulmstorf",3,"","",""
"9183_3",106,"440","S Neu Wulmstorf  - Freibad",3,"","",""
"9182_3",106,"343","Fleestedt - Maschen - Meckelfeld",3,"","",""
"9181_3",106,"4210","Bf. Buchholz / Bf. Klecken > Nenndorf - Vahrendorf > Bf. Harburg",3,"","",""
"9180_3",106,"4200","Bf. Buchholz > Nenndorf - Tötensen > Bf. Harburg",3,"","",""
"9179_3",106,"149","Winsen  - Hoopte - Over - Bullenhausen - Neuland - Bf. Harburg",3,"","",""
"9178_3",106,"2377","Baustellenfahrplan 10.10.-30.11.22  Agathenburg - Dollern",3,"","",""
"9177_3",106,"2376","Stade - Helmste - Deinste - Fredenbeck",3,"","",""
"9176_3",106,"2375","Wedel  - Fredenbeck - Deinste - Helmste - Horneburg",3,"","",""
"9175_3",106,"2373","Mulsum  > Kutenholz > Groß Aspe > Harsefeld",3,"","",""
"9174_3",106,"2372","Brest > Kutenholz > Mulsum > Schwinge > Stade",3,"","",""
"9173_3",106,"2371","Groß Aspe - Kutenholz - Mulsum - Fredenbeck",3,"","",""
"9172_3",106,"2370","Kutenholz - Mulsum - Fredenbeck - Deinste - Hagen - Stade",3,"","",""
"9171_3",106,"2369","Harsefeld - Bargstedt -  Ahlerstedt",3,"","",""
"9170_3",106,"2368","Baustellenfahrplan Bargstedt - Reith - Ahlerstedt - Harsefeld",3,"","",""
"9169_3",106,"2365","Kakerbeck - Harsefeld  - Wedel - Fredenbeck -  Stade",3,"","",""
"9168_3",106,"257","Jork/Cranz  > Neuenfelde > Francop > Hohenwisch >  %SB Neugraben",3,"","",""
"9167_3",106,"2063","Baustellenfahrplan Nottensdorf - Bliedersdorf - Horneburg - Issendorf - Harsefeld",3,"","",""
"9166_3",106,"2062","Sauensiek - Griemshorst - Harsefeld",3,"","",""
"9021_3",106,"2024","Drochtersen - Freiburg",3,"","",""
"8966_3",106,"5131","Bleckede > Alt Garge > Barskamp > Neu Darchau > Moislingen",3,"","",""
"8871_3",106,"647","(Nachtbuslinie)  Bf. Meckelfeld > Maschen > Bf. Hittfeld",3,"","",""
"8858_3",106,"4705","Bf. Ashausen / Bf. Winsen - Amazon",3,"","",""
"8856_3",106,"2034","Sauensiek - Wiegersen - Revenahe",3,"","",""
"8818_3",106,"5922","Häcklingen - Johanneum - Kaltenmoor Schulzentrum -Thorner Platz",3,"","",""
"8817_3",106,"5921","Häcklingen - Oedeme Schulzentrum",3,"","",""
"8816_3",106,"2064","Horneburg -  Nottensdorf - Bliedersdorf - Horneburg",3,"","",""
"8629_3",106,"2061","Stade > Hagen > Helmste > Harsefeld > Ahlerstedt > Wangersen",3,"","",""
"8628_3",106,"2060","Stade - Hagen - Harsefeld - Ahlerstedt - Wangersen - Zeven",3,"","",""
"8627_3",106,"2054","Bassenfleth - Hollern",3,"","",""
"8626_3",106,"2053","Horneburg - Neuenkirchen - Mittelnkirchen - Steinkirchen",3,"","",""
"8625_3",106,"2052","Twielenfleth - Steinkirchen",3,"","",""
"8624_3",106,"2051","Stade > Hollern > Twielenfleth > Steinkirchen",3,"","",""
"8623_3",106,"2050","Stade > Hollern > Steinkirchen > Jork",3,"","",""
"8622_3",106,"2045","Moorende - Hove - Estebrügge",3,"","",""
"8621_3",106,"2044","Baustellenfahrplan Borstel  -  Ladekop",3,"","",""
"8620_3",106,"2043","Baustellenfahrplan Gehrden - Jork",3,"","",""
"8619_3",106,"2040","Baustellenfahrplan Buxtehude  - Estebrügge - Königreich - Jork - Borstel -  Cranzer Elbdeich",3,"","",""
"8591_3",106,"2105","ZOB - Bahnhof (Süd) - Kellerkuhle - Krankenhaus - Bahnhof (Süd) - ZOB",3,"","",""
"8543_3",106,"Heide-Shuttle 4","Heide-Shuttle Soltau - Bispingen - Oberhaverbeck - Schneverdingen - Neuenkrichen",3,"","",""
"8542_3",106,"Heide-Shuttle 2","Heide-Shuttle Tostedt - Handeloh - Undeloh - Egestorf - Behringen - Oberhaverbeck",3,"","",""
"8541_3",106,"Heide-Shuttle 1","Heide-Shuttle Oberhaverbeck - Schneverdingen - Bispingen - Oberhaverbeck",3,"","",""
"8538_3",106,"2114","Eilendorf  - Immenbeck - Pippensen - Schulen Buxtehude",3,"","",""
"8537_3",106,"2113","Hedendorf - Schulen Buxtehude",3,"","",""
"8536_3",106,"2111","Buxtehude Abzweig Rübke - Bahnhof (Süd) - Schulen Buxtehude",3,"","",""
"8372_3",106,"4208","Buchholz  >  NordHeideHalle >  Bendestorf",3,"","",""
"8371_3",106,"2078","Wischhafen  > Oederquart  >  Freiburg",3,"","",""
"8370_3",106,"2026","Stade -Bützfleth-Drochtersen-Freiburg- Itzwörden",3,"","",""
"8309_3",106,"Heide-Shuttle 3","Heide-Shuttle Buchholz - Lüllau/Bendestorf - Jesteburg - Hanstedt - Salzhausen - Egestorf",3,"","",""
"7526_3",106,"4870","Wistedt - Königsmoor - Otter - Tostedt",3,"","",""
"7266_3",106,"2007","Baustellenfahrplan Agathenbg - Ottenbeck - Bhf - Pferdemarkt - Krankenhaus - Hahle - Wiepenk",3,"","",""
"7200_3",106,"5931","Lüneburg ZOB - Lauenburg ZOB",3,"","",""
"7199_3",106,"5925","Scharnebeck - Erbstorf - Adendorf",3,"","",""
"7198_3",106,"5920","Oedeme - Häcklingen Grundschule - Hasenburger Grundschule",3,"","",""
"7197_3",106,"5919","Schulen am Kreideberg",3,"","",""
"7196_3",106,"5918","Ebensberg - Schule Lüne",3,"","",""
"7195_3",106,"5917","",3,"","",""
"7194_3",106,"5904","Horburg - Brietlingen - Scharnebeck",3,"","",""
"7193_3",106,"5903","Scharnebeck - Elba - Brietlingen - Artlenburg",3,"","",""
"7192_3",106,"5902","Scharnebeck - Echem - Bullendorf - Hohnstorf",3,"","",""
"7191_3",106,"5901","Lüneburg -Scharnebeck-Hittbergen- Hohnstorf",3,"","",""
"7190_3",106,"5900","Hittbergen -Hohnstorf-Artlenburg-Brietlingen- Lüneburg",3,"","",""
"7189_3",106,"5706","Amelinghausen -Soderstorf-Rolfsen- Salzhausen",3,"","",""
"7188_3",106,"5705","Schwindebeck -Soderstorf-Rolfsen-Raven-Wetzen- Lüneburg SZ Oedeme",3,"","",""
"7187_3",106,"5703","Amelinghausen -Rehrhof-Ehlbeck- Amelinghausen",3,"","",""
"7186_3",106,"5702","Amelinghausen -Tellmer-Drögennindorf",3,"","",""
"7185_3",106,"5701","Rolfsen -Wetzen-Oldendorf- Amelinghausen",3,"","",""
"7184_3",106,"5700","Lüneburg -Oerzen-Drögennindorf- Amelinghausen - Schwindebeck",3,"","",""
"7181_3",106,"5606","Lüneburg - Melbeck - Embsen - Deutsch Evern",3,"","",""
"7179_3",106,"5600","Lüneburg - Melbeck - Embsen",3,"","",""
"7178_3",106,"5405","Lüneburg - Wittorf - Tespe - Niedermarschacht",3,"","",""
"7177_3",106,"5404","Bardowick - Vögelsen - Mechtersen",3,"","",""
"7176_3",106,"5403","Bardowick > Radbruch >Rottorf",3,"","",""
"7175_3",106,"5402","Winsen > Bardowick > Lüneburg",3,"","",""
"7174_3",106,"5362","Lüneburg - Barendorf - Thomasburg - Dahlenburg",3,"","",""
"7173_3",106,"5361","Lüneburg  - Wendisch Evern - Rohstorf -  Bavendorf",3,"","",""
"7171_3",106,"5303","Bavendorf -Gienau-Dahlenburg-Oldendorf-Breese- Nieperfitz",3,"","",""
"7170_3",106,"5302","Dahlenburg - Boitze - Seedorf - Leestahl - Dahlenburg",3,"","",""
"7169_3",106,"5301","Dahlenburg -Nahrendorf-Kovahl- Pommoissel",3,"","",""
"7168_3",106,"5300","Lüneburg > Barendorf > Dahlenburg > Neu Darchau > Moislingen",3,"","",""
"7167_3",106,"5203","Heiligenthal -Rettmer/Häcklingen-Reppenstedt-Südergellersen- Embsen",3,"","",""
"7166_3",106,"5202","Lüneburg -Oedeme-Dachtmissen-Kirchgellersen- Wulfsen",3,"","",""
"7165_3",106,"5201","Lüneburg - Oedeme - Südergellersen - Salzhausen",3,"","",""
"7164_3",106,"5200","Lüneburg - Kirchgellersen- Salzhausen - Wildpark - Hanstedt",3,"","",""
"7163_3",106,"5120","Lüneburg  - Lentenau - Nutzfelde -  SZ Scharnebeck",3,"","",""
"7162_3",106,"5114","Wiecheln  - Radenbeck - Thomasburg - Neetze",3,"","",""
"7161_3",106,"5112","Neu Neetze - Neetze",3,"","",""
"7160_3",106,"5111","Neetze -Karze-Garze- Bleckede",3,"","",""
"7159_3",106,"5110","Lüneburg  - Scharnebeck - Rullstorf - Boltersen-  Neetze",3,"","",""
"7158_3",106,"5104","Scharnebeck  - Lüdersburg - Karze -  Bleckede",3,"","",""
"7157_3",106,"5103","Bleckede  - Breetze - Barskamp -  Dahlenburg",3,"","",""
"7156_3",106,"5102","Hittbergen  - Brackede - Radegast -  Bleckede",3,"","",""
"7155_3",106,"5101","Bleckede  - Alt Garge - Barskamp -  Neu Darchau",3,"","",""
"7154_3",106,"5100","Lüneburg  - Neetze -  Bleckede",3,"","",""
"7153_3",106,"5015","Jüttkenmoor - Am Sande -  ZOB / Bahnhof -  Ebensberg",3,"","",""
"7152_3",106,"5014","Wendisch Evern >Bülows Kamp > ZOB/Bahnhof > Am Sande",3,"","",""
