"route_id","agency_id","route_short_name","route_long_name","route_type","route_color","route_text_color","route_desc"
"1159_3",61,"222","Moorfleet  >  Ochsenwerder  >  Fünfhausen  >  Reitbrook  >  Bf. Bergedorf",3,"","",""
"1158_3",61,"221","%SB Mittlerer Landweg  > Billwerder > %SB Nettelnburg > Bf. Bergedorf > Energie-Campus Bergedorf",3,"","",""
"1157_3",61,"220","Moorfleet  >  Schule Ochsenwerder",3,"","",""
"1156_3",61,"196","Gewerbegebiet Ulzburg > %AB Henstedt-Ulzburg",3,"","",""
"1155_3",61,"195","Bf. Pinneberg  >  Rellingen  >  %AB Schnelsen  >   %UB  Niendorf Nord  > Pommernweg",3,"","",""
"1154_3",61,"194","%AB Quickborn  >  Ellerau  >  Quickborn-Heide  >   %UB  %AB Norderstedt Mitte",3,"","",""
"1153_3",61,"193","Hummelsbüttel, Lademannbogen > %UB Garstedt > %UB%AB Norderstedt Mitte",3,"","",""
"1152_3",61,"169","(%UB Ahrensburg West >) Bf. Ahrensburg > Gewerbegebiet Nord  > Bf. Gartenholz",3,"","",""
"1151_3",61,"139","Geesthacht, ZOB >  Tesperhude  >  Grünhof  >  Geesthacht, Fährstraße",3,"","",""
"1150_3",61,"137","Glinde  >  Industriegebiet Reinbek  >  Bf. Bergedorf",3,"","",""
"1149_3",61,"136","%SB  Reinbek  >  Klosterbergen  >  Max-Eichholz-Ring  >  Bf. Bergedorf",3,"","",""
"1148_3",61,"135","Bf. Bergedorf  >  Bethesda Krhs. Bergedorf  >  Bille-Bad  >  Bf. Bergedorf",3,"","",""
"1147_3",61,"12","%UB Billstedt > %UB Mümmelmannsberg > Lohbrügge (Nord) > Bf. Bergedorf > %SB Allermöhe",3,"","",""
"1138_3",61,"138","Lauenburg, ZOB  >  Hafenstraße  >  Bf. Lauenburg",3,"","",""
"1137_3",61,"124","Hauptbahnhof / ZOB > %UB%SB Berliner Tor >   %SB  Tiefstack  >  Kirchwerder  >  Bf. Bergedorf",3,"","",""
"1136_3",61,"120","Hauptbahnhof / ZOB > %UB%SB Berliner Tor > %SB Tiefstack > Zollenspieker > Altengamme",3,"","",""
"11441_3",66,"740","Rudolf Steiner Schule Harburg",3,"","",""
"11189_3",66,"18","Hauptbahnhof/ZOB > %UB %SB Barmbek > Bramfeld, Am Stühm-Süd",3,"","",""
"11188_3",66,"155","%UB %SB Elbbrücken > Elbinselquartier > Kirchdorf (Süd)",3,"","",""
"10231_702",66,"X21","%SB Klein Flottbek > Teufelsbrück (Fähre)",702,"","",""
"9702_3",66,"450","Norderkirchenweg > Finkenwerder Fähre",3,"","",""
"9701_3",66,"350","Finkenwerder Fähre > Seehofring (Nord)",3,"","",""
"9676_3",66,"115","%SB Klein Flottbek > Bf. Altona > Langenfelde > Eidelstedt",3,"","",""
"9671_3",66,"16","Schnefelder Pl. - / EEZ > Bf. Altona > Rentenvers. Nord > Bf. Rahlstedt",3,"","",""
"9603_3",66,"544","Bf. Harburg> Museum Kiekeberg > Wildpark Schwarze Berge",3,"","",""
"9602_3",66,"113","Neumühlen (Fähre) > Bf. Altona > Hoheluft, Gärtnerstr. (- UKE)",3,"","",""
"9601_702",66,"X11","%UB Wandsbek Markt  > Rahlstedt Kielkoppelstraße",702,"","",""
"9576_702",66,"X22","%UB Hagenbecks Tierpark > Jenfeld Zentrum",702,"","",""
"9541_3",66,"161","Friedhof Öjendorf > Böcklerstraße > Washingtonallee",3,"","",""
"9211_3",66,"543","Nachtigallenweg > Bf. Harburg > Groß Moor",3,"","",""
"9164_3",66,"340","Rudolf-Steiner-Schule > Museum Kiekeberg > Bf. Harburg",3,"","",""
"9163_3",66,"146","Freizeitbad MidSommerland > %SB Bf. Harburg > AIRBUS > Rüschhalbinsel",3,"","",""
"9161_702",66,"X35","Groß Borstel > UKE > Hbf/ZOB > Jenfeld > Rahlstedt (Ost)",702,"","",""
"9142_3",66,"349","Bf. Harburg > Neuland > Bf. Harburg",3,"","",""
"9141_3",66,"157","Bf. Harburg > Moorburg > Hohenwisch",3,"","",""
"9140_3",66,"140","%SB Neuwiedenthal >  %SB Neugraben",3,"","",""
"9139_3",66,"19","%UB Alsterdorf > Winterhude > Harvestehude > Hauptbahnhof/ZOB",3,"","",""
"9138_702",66,"X86","Teufelsbrück (Fähre) > Bf. Altona",702,"","",""
"9137_702",66,"X40","%SB Neugraben > Neuwiedenthal > Finkenwerder",702,"","",""
"8956_3",66,"U1-SEV","Ersatzverkehr",3,"","",""
"8851_3",66,"28","Lufthansa-Basis > %SB Rübenkamp > %UB Wandsbek Markt",3,"","",""
"8850_3",66,"11","%UB Wandsbek Markt > Rahlstedt (Sorenkoppel)",3,"","",""
"8848_3",66,"17","%UB Feldstraße > Hauptbahnhof > %UB Borgweg > %UB  Berne",3,"","",""
"8846_3",66,"392","Nienstedten > %SB Hamburg Airport > %UB %SB Ohlsdorf",3,"","",""
"8736_3",66,"451","Containerterminal Burchardkai > Bubendey-Ufer (Fähre)",3,"","",""
"8606_3",66,"567","Jenfeld-Zentrum > Bf.Tonndorf  > %UB Farmsen",3,"","",""
"8301_3",66,"345","Bf. Hittfeld > Sinstorf > Marmstorf > Bf. Harburg",3,"","",""
"8211_3",66,"380(Shuttle)","S Stellingen  - Arenen",3,"","",""
"7701_3",66,"461","%UB Horner Rennbahn > Friedhof Öjendorf > %UB Horner Rennbahn",3,"","",""
"6361_3",66,"111","Bf. Altona > %UB %SB Landungsbrücken > HafenCity",3,"","",""
"5032_3",66,"213","%UB %SB Barmbek > %UB Wandsbek Markt > %UB Billstedt",3,"","",""
"5031_3",66,"167","%RB Bf. Tonndorf > %UB Farmsen > %UB Berne",3,"","",""
"4421_3",66,"274","%UB %SB Ohlsdorf > %SB Hamburg Airport",3,"","",""
"2126_3",66,"263","%UB Wandsbek Markt > Jenfeld > Willinghusen > Stapelfeld > Großlohe",3,"","",""
"1591_3",66,"368","%SB Wellingsbüttel > %UB Berne > %UB Farmsen > Bf. Rahlstedt",3,"","",""
"1395_3",66,"9","%UB Wandsbek Markt > Tonndorf > %RB Bf. Rahlstedt",3,"","",""
"1394_3",66,"8","%UB Wandsbek Markt > Bramfeld > %SB Poppenbüttel",3,"","",""
"1393_3",66,"7","%UB %SB Barmbek > Fuhlsbüttler Straße > Steilshoop",3,"","",""
"1389_3",66,"641","Bf. Altona > %SB Reeperbahn > Bf. Harburg > %SB Neugraben > Neckersstücken",3,"","",""
"1388_3",66,"640","Rathausmarkt > Wilhelmsburg > Bf. Harburg",3,"","",""
"1382_3",66,"618","%UB Wandsbek Markt > Jenfeld > Rahlstedt (Sorenkoppel)",3,"","",""
"1381_3",66,"617","%UB %SB Barmbek > Bramfeld > %UB Berne > %UB Farmsen > %UB Berne",3,"","",""
"1380_3",66,"611","Finkenwerder > Waltershof > AK Altona",3,"","",""
"1379_3",66,"608","St. Pauli > Wandsbek > Rahlstedt > Großlohe",3,"","",""
"1378_3",66,"607","St. Pauli > Barmbek > Sasel > Volksdorf > %SB Poppenbüttel",3,"","",""
"1377_3",66,"606","Rathausmarkt > %UB Burgstraße > %SB Hamburg Airport > %UB Langenhorn Markt",3,"","",""
"1376_3",66,"605","Groß Borstel > Eppendorf > %UB Klosterstern > Bf. Dammtor > Rathausmarkt",3,"","",""
"1375_3",66,"604","Niendorf > Lokstedt > %UB Hoheluftbrücke > Bf. Dammtor > Rathausmarkt",3,"","",""
"1374_3",66,"603","Schnelsen > Eidelstedt > %UB Schlump > Bf. Dammtor > Rathausmarkt",3,"","",""
"1373_3",66,"600","Bf. Altona > Eppendorf > %UB %SB Barmbek > %UB Wandsbek Markt > Horn",3,"","",""
"1372_3",66,"6","Speicherstadt > Hauptbahnhof > %UB Borgweg",3,"","",""
"1371_3",66,"562","Sorenkoppel > %RB Bf. Rahlstedt > Eichwischen",3,"","",""
"1369_3",66,"5","%AB Burgwedel > %UB Niendorf Markt > Hoheluft > Hauptbahnhof",3,"","",""
"1368_3",66,"443","Heimfeld > Eißendorf > Bf. Harburg > Sinstorf > Meckelfeld",3,"","",""
"1367_3",66,"4","Eidelstedt > Langenfelde > Rathausmarkt > Brandstwiete",3,"","",""
"1366_3",66,"391","%UB Hagenbecks Tierpark > %UB Niendorf Markt",3,"","",""
"1362_3",66,"375","Ringlinie Volksdorf über %UB Buchenkamp",3,"","",""
"1360_3",66,"362","Bf. Rahlstedt > Großlohe > Stapelfeld",3,"","",""
"1358_3",66,"355","%SB Wilhelmsburg > Kirchdorf (Süd) > %SB Wilhelmsburg",3,"","",""
"1357_3",66,"354","Aurubis Werk Ost > %SB Veddel",3,"","",""
"1356_3",66,"351","%SB Wilhelmsburg > Moorwerder",3,"","",""
"1351_3",66,"292","%UB Ochsenzoll > %SB Hamburg Airport > %UB Lattenkamp",3,"","",""
"1348_3",66,"276","%UB Ohlstedt > %SB Poppenbüttel > Sasel (Mellingburgredder)",3,"","",""
"1347_3",66,"275","Meiendorf (Künnekestraße) > %UB Berne > Bf. Rahlstedt",3,"","",""
"1345_3",66,"270","Ohlsdorfer Friedhof (Haupteingang) > Bramfelder See",3,"","",""
"1344_3",66,"27","%SB Wellingsbüttel > %UB Farmsen > Jenfeld > %UB Billstedt",3,"","",""
"1342_3",66,"261","%UB %SB Barmbek > %UB Horner Rennbahn > %UB %SB Berliner Tor",3,"","",""
"1341_3",66,"260","%UB Wandsbek Markt > %UB Horner Rennbahn > Billbrook (Borsigstraße)",3,"","",""
"1340_3",66,"26","%UB Alsterdorf > %UB Farmsen > Bf. Rahlstedt > Großlohe",3,"","",""
"1339_3",66,"254","%SB Veddel > Peutestraße/Hovestraße",3,"","",""
"1338_3",66,"252","Rethehöft > %SB Wilhelmsburg",3,"","",""
"1337_3",66,"251","Finkenwerder > %SB Neugraben > Neckersstücken",3,"","",""
"1336_3",66,"250","Fischbeker Heideweg > %SB Neugraben > Waltershof > Bf. Altona",3,"","",""
"1335_3",66,"25","Bf.Altona > Winterhude > %UB Burgstraße > %SB Hammerbrook",3,"","",""
"1333_3",66,"245","Marmstorf (Beutnerring) > Bf. Harburg > Groß Moor",3,"","",""
"1332_3",66,"241","Heykenaubrook > Bf. Harburg > Rönneburg ( Vorderkamp)",3,"","",""
"1331_3",66,"240","Neu Wulmstorf, Freibad > %SB Neugraben > Waldfrieden (Kehre)",3,"","",""
"1330_3",66,"24","%UB Niendorf Markt > %SB Poppenbüttel > %RB Bf. Rahlstedt",3,"","",""
"1329_3",66,"23","%UB Niendorf Markt > %UB %SB Barmbek > %UB Billstedt",3,"","",""
"1326_3",66,"214","%UB Lattenkamp > Klotzenmoor > %UB Lattenkamp",3,"","",""
"1325_3",66,"20","Bf. Altona > Eimsbüttel > Eppendorf > City Nord > %SB Rübenkamp",3,"","",""
"1324_3",66,"192","%UB Langenhorn Markt > Glashütte, Markt",3,"","",""
"1323_3",66,"191","Schnelsen > %UB Niendorf Markt > Krohnstiegtunnel > %UB Garstedt",3,"","",""
"1322_3",66,"183","Schnelsen (Kalvslohtwiete) > Eidelstedt > Langenfelde > Bf. Altona",3,"","",""
"1321_3",66,"181","Eidelstedt > %UB Hagenbecks Tierpark > %UB %SB Sternschanze",3,"","",""
"1320_3",66,"180","%SB Stellingen > Winsbergring > %SB Diebsteich > %SB Holstenstraße",3,"","",""
"1319_3",66,"179","%UB Borgweg > %UB Alsterdorf > %UB %SB Ohlsdorf > %SB Poppenbüttel",3,"","",""
"1318_3",66,"178","%UB Garstedt > Glashütte > Heimgarten > %SB Poppenbüttel",3,"","",""
"1317_3",66,"177","%UB %SB Barmbek > Owiesenstraße > Bramfelder See",3,"","",""
"1316_3",66,"176","%UB Ohlstedt > Tannenhof > Poppenbütteler Berg > %SB Poppenbüttel",3,"","",""
"1314_3",66,"174","%UB %SB Ohlsdorf > %UB Fuhlsbüttel  > %SB Poppenbüttel > %UB Volksdorf",3,"","",""
"1312_3",66,"172","Uhlenhorst > %UB %SB Barmbek > Hummelsbüttel, Lentersweg",3,"","",""
"1311_3",66,"171","%UB %SB Barmbek > %UB Dehnhaide > %UB Farmsen > Bramfeld (Ost)",3,"","",""
"1310_3",66,"170","Ohlsdorfer Friedhof > Bramfeld (Maisredder)",3,"","",""
"1309_3",66,"168","%SB Wellingsbüttel > %UB Berne > %UB Farmsen > %RB Bf. Rahlstedt",3,"","",""
"1305_3",66,"162","%UB Wandsbek Markt > Hohenhorst > Bf. Rahlstedt",3,"","",""
"1303_3",66,"160","%UB Wandsbek Markt > %UB Horner Rennbahn > %UB %SB Berliner Tor",3,"","",""
"1302_3",66,"156","Steinwerder (Alter Elbtunnel) > %SB Wilhelmsburg",3,"","",""
"1301_3",66,"154","%UB %SB Berliner Tor > %SB Wilhelmsburg > Kornweide > Bf. Harburg",3,"","",""
"1300_3",66,"153","Bf. Harburg >Eversween (Süd) > Auf der Hohen Schaar > Kornweide > Bf. Harburg",3,"","",""
"1299_3",66,"152","Neuhof > %SB Wilhelmsburg > Friedhof Finkenriek > %SB Harburg Rathaus",3,"","",""
"1298_3",66,"151","Altenwerder > Dradenau > Waltershof > %SB Wilhelmsburg",3,"","",""
"1297_3",66,"150","Cranz > Finkenwerder > Waltershof > Othmarschen > Bf. Altona",3,"","",""
"1296_3",66,"145","Marmstorf > Bf. Harburg",3,"","",""
"1294_3",66,"143","Eißendorf > Bf. Harburg > Sinstorf > Beckedorf",3,"","",""
"1293_3",66,"142","Heimfeld > Bf. Harburg > Hafen Harburg",3,"","",""
"1292_3",66,"141","%SB Neugraben > Bf. Harburg > Meckelfeld, Schulzentrum",3,"","",""
"1290_3",66,"14","Eißendorf > Bf. Harburg > Sinstorf > Fleestedt",3,"","",""
"1289_3",66,"13","%SB Veddel > %SB Wilhelmsburg > Kirchdorf (Süd)",3,"","",""
"1288_3",66,"118","%UB Fuhlsbüttel >  %UB Wandsbek-Gartenstadt",3,"","",""
"1286_3",66,"116","Am Hohen Hause (Rentenv.) > %UB Wandsbek Markt > %UB Billstedt",3,"","",""
"1285_3",66,"114","Lufthansa-Basis > %UB Lattenkamp > Eppendorf > %UB Klosterstern  > Bf. Dammtor",3,"","",""
"1284_3",66,"112","%SB Blankenese > Hauptbahnhof > Hamm (Osterbrookplatz)",3,"","",""
"1281_3",66,"10","%UB Wandsbek Markt > Jenfeld (Glatzer Straße)",3,"","",""
"8804_402",76,"U4","Überseequartier > Jungfernstieg  > Billstedt",402,"","",""
"8803_402",76,"U3","Barmbek > Schlump > Hauptbahnhof Süd > Wandsbek-Gartenstadt",402,"","",""
"8802_402",76,"U2","Niendorf Nord > Hauptbahnhof Nord > Mümmelmannsberg",402,"","",""
"1466_402",76,"U1","Norderstedt Mitte > Hauptbahnhof Süd > Ohlstedt / Großhansdorf",402,"007FFF","",""
"9753_1200",73,"HBEL","",1200,"009BB6","FFFFFF",""
"5206_1200",73,"72","St. Pauli-Landungsbrücken > Arningstraße > Elbphilharmonie > St. Pauli-Landungsbrücken",1200,"009BB6","FFFFFF",""
"5111_109",361,"S1","Wedel > Hauptbahnhof > Ohlsdorf > Hamburg Airport/Poppenbüttel",109,"","",""
"1262_1200",73,"75","Landungsbrücken > Steinwerder",1200,"009BB6","FFFFFF",""
"1261_1200",73,"73","Landungsbrücken > Argentinienbrücke > Ernst-August-Schleuse",1200,"009BB6","FFFFFF",""
"1260_1200",73,"64","Finkenwerder > Teufelsbrück",1200,"009BB6","FFFFFF",""
"1259_1200",73,"62","Landungsbrücken > Finkenwerder",1200,"009BB6","FFFFFF",""
"1258_1200",73,"61","Landungsbrücken > Neuhof",1200,"009BB6","FFFFFF",""
"11668_2",371,"A3","Elmshorn > Barmstedt > Ulzburg Süd",2,"","",""
"11667_2",371,"A2","Norderstedt Mitte > Ulzburg Süd > Kaltenkirchen",2,"","",""
"11666_2",371,"A1","Eidelstedt > Kaltenkirchen > Boostedt > Neumünster",2,"","",""
