"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
237,1,1,1,1,1,1,1,20221202,20231209
238,0,0,0,0,0,0,0,20221202,20231209
239,0,0,0,0,0,0,0,20221202,20231209
240,0,0,0,0,0,0,0,20221202,20231209
241,0,0,0,0,0,0,1,20221202,20231209
242,0,0,0,0,0,1,1,20221202,20231209
243,0,0,0,0,0,0,0,20221202,20231209
244,1,1,1,1,1,1,0,20221202,20231209
245,0,0,0,0,0,0,0,20221202,20231209
246,0,0,0,0,0,1,1,20221202,20231209
247,0,0,0,0,0,1,1,20221202,20231209
248,0,0,0,0,0,1,0,20221202,20231209
249,1,1,1,1,1,0,0,20221202,20231209
250,0,0,0,0,0,0,1,20221202,20231209
251,1,1,1,1,1,1,0,20221202,20231209
252,1,1,1,1,1,1,1,20221202,20231209
253,1,1,1,1,1,1,1,20221202,20231209
254,1,1,1,1,1,1,0,20221202,20231209
255,1,1,1,1,1,0,0,20221202,20231209
256,1,1,1,1,1,0,0,20221202,20231209
257,0,0,0,0,0,0,0,20221202,20231209
258,1,0,1,0,1,0,0,20221202,20231209
259,0,0,1,1,1,0,0,20221202,20231209
260,0,0,0,0,0,0,0,20221202,20231209
261,0,1,1,0,1,0,0,20221202,20231209
262,1,0,0,1,0,0,0,20221202,20231209
263,0,0,1,1,1,0,0,20221202,20231209
264,0,0,0,0,0,0,0,20221202,20231209
265,1,1,1,1,0,0,0,20221202,20231209
266,0,0,0,0,0,0,0,20221202,20231209
267,1,0,1,1,0,0,0,20221202,20231209
268,0,0,1,1,0,0,0,20221202,20231209
269,0,1,0,0,1,0,0,20221202,20231209
270,0,1,0,1,0,0,0,20221202,20231209
271,1,1,0,1,0,0,0,20221202,20231209
272,0,0,0,0,0,0,0,20221202,20231209
273,0,0,0,0,0,0,0,20221202,20231209
274,0,0,0,0,0,0,0,20221202,20231209
275,0,0,1,0,0,0,0,20221202,20231209
276,0,0,0,0,0,0,0,20221202,20231209
277,1,1,0,1,0,0,0,20221202,20231209
278,0,0,1,1,0,0,0,20221202,20231209
279,0,0,0,0,0,0,0,20221202,20231209
280,0,0,1,1,0,0,0,20221202,20231209
281,1,1,1,1,1,0,0,20221202,20231209
282,0,0,0,0,0,0,0,20221202,20231209
283,0,0,0,0,0,0,0,20221202,20231209
284,0,0,0,0,0,0,0,20221202,20231209
285,0,0,0,0,0,0,0,20221202,20231209
286,0,0,0,0,0,0,0,20221202,20231209
287,0,0,0,0,0,1,0,20221202,20231209
288,0,0,0,0,0,1,0,20221202,20231209
289,1,1,1,1,1,0,0,20221202,20231209
290,0,0,0,0,0,0,0,20221202,20231209
291,1,1,1,1,1,0,0,20221202,20231209
292,0,0,0,0,0,1,0,20221202,20231209
293,0,0,0,0,0,0,0,20221202,20231209
294,0,1,1,0,1,0,0,20221202,20231209
295,0,0,0,0,0,0,0,20221202,20231209
296,1,1,1,1,1,0,0,20221202,20231209
297,0,0,0,0,1,1,0,20221202,20231209
298,0,0,0,0,1,0,0,20221202,20231209
299,0,0,0,0,0,1,1,20221202,20231209
300,0,0,0,0,0,0,0,20221202,20231209
301,1,1,1,1,1,1,1,20221202,20231209
302,1,1,1,1,1,0,1,20221202,20231209
303,1,1,1,1,1,1,0,20221202,20231209
304,0,0,0,0,0,0,1,20221202,20231209
305,0,0,0,0,0,1,1,20221202,20231209
306,1,1,1,1,1,1,0,20221202,20231209
307,0,0,0,0,0,0,1,20221202,20231209
308,0,0,1,1,0,0,0,20221202,20231209
309,0,0,0,0,0,0,0,20221202,20231209
310,0,0,0,0,0,0,0,20221202,20231209
311,0,0,0,0,0,0,0,20221202,20231209
312,0,0,0,0,0,0,0,20221202,20231209
313,1,1,1,1,0,0,1,20221202,20231209
314,0,0,0,0,1,1,0,20221202,20231209
315,0,0,0,0,1,1,0,20221202,20231209
316,0,0,0,0,0,0,1,20221202,20231209
317,0,0,0,0,0,1,0,20221202,20231209
318,0,0,0,0,1,0,0,20221202,20231209
319,1,1,1,1,1,0,1,20221202,20231209
320,0,0,0,0,1,0,0,20221202,20231209
321,0,0,0,0,0,1,0,20221202,20231209
322,0,0,0,0,0,0,0,20221202,20231209
323,0,0,0,0,0,1,1,20221202,20231209
324,1,0,1,1,0,0,0,20221202,20231209
325,0,0,0,0,0,1,1,20221202,20231209
326,0,0,0,0,0,1,1,20221202,20231209
327,1,1,1,1,1,1,0,20221202,20231209
328,0,0,0,0,0,0,0,20221202,20231209
329,1,1,1,1,1,0,0,20221202,20231209
330,0,0,0,0,0,0,0,20221202,20231209
331,1,1,1,1,1,0,0,20221202,20231209
332,0,0,0,0,0,0,0,20221202,20231209
333,1,1,1,1,1,0,0,20221202,20231209
334,0,0,0,0,0,0,0,20221202,20231209
335,0,0,0,0,0,0,0,20221202,20231209
336,0,0,0,0,0,0,0,20221202,20231209
337,0,0,0,0,0,0,0,20221202,20231209
338,0,0,0,0,0,0,0,20221202,20231209
339,0,0,0,0,0,0,0,20221202,20231209
340,0,0,0,0,0,0,0,20221202,20231209
341,1,0,1,0,1,0,0,20221202,20231209
342,0,0,0,0,0,0,0,20221202,20231209
343,1,1,1,1,1,0,0,20221202,20231209
344,1,1,1,1,0,0,0,20221202,20231209
345,0,0,0,0,0,0,0,20221202,20231209
346,0,0,0,0,0,0,0,20221202,20231209
347,0,0,0,0,0,0,0,20221202,20231209
348,0,0,0,0,0,0,0,20221202,20231209
349,0,0,0,0,1,0,0,20221202,20231209
350,0,1,1,1,0,0,0,20221202,20231209
351,1,1,1,1,0,0,0,20221202,20231209
352,0,0,0,0,0,0,0,20221202,20231209
353,1,1,1,1,1,0,0,20221202,20231209
354,1,1,1,1,1,0,0,20221202,20231209
355,0,0,0,0,0,0,0,20221202,20231209
356,0,0,0,0,0,0,0,20221202,20231209
357,0,0,0,0,0,1,0,20221202,20231209
358,0,0,0,0,0,0,0,20221202,20231209
359,0,0,0,0,0,0,0,20221202,20231209
360,0,0,0,0,0,0,0,20221202,20231209
361,1,0,1,1,1,0,0,20221202,20231209
362,0,0,0,0,0,0,0,20221202,20231209
363,0,0,0,0,0,0,0,20221202,20231209
364,0,0,0,0,0,0,0,20221202,20231209
365,0,0,0,0,0,0,0,20221202,20231209
366,0,0,0,0,0,0,0,20221202,20231209
367,0,0,0,0,0,0,0,20221202,20231209
368,0,0,0,0,0,0,0,20221202,20231209
369,0,0,0,0,0,0,0,20221202,20231209
370,0,0,0,0,0,1,1,20221202,20231209
371,1,1,1,1,1,0,1,20221202,20231209
372,0,0,0,0,0,0,0,20221202,20231209
373,0,0,0,0,0,0,0,20221202,20231209
374,0,1,1,1,1,0,0,20221202,20231209
375,1,0,0,0,0,0,0,20221202,20231209
376,0,0,0,0,0,0,0,20221202,20231209
377,0,0,0,0,0,1,0,20221202,20231209
378,0,0,0,0,0,0,0,20221202,20231209
379,0,0,0,0,0,0,0,20221202,20231209
380,1,1,1,1,1,0,0,20221202,20231209
381,0,0,0,0,0,0,0,20221202,20231209
382,0,0,0,0,0,0,0,20221202,20231209
383,1,1,1,1,1,1,0,20221202,20231209
384,1,1,1,1,1,0,0,20221202,20231209
385,1,1,1,1,1,0,0,20221202,20231209
386,1,1,1,1,1,0,1,20221202,20231209
387,1,1,1,1,1,0,0,20221202,20231209
388,0,0,0,0,0,0,0,20221202,20231209
389,0,0,0,0,0,0,0,20221202,20231209
390,1,1,1,1,1,0,0,20221202,20231209
391,0,0,0,0,0,0,1,20221202,20231209
392,0,0,0,0,0,0,0,20221202,20231209
393,0,0,0,0,0,1,0,20221202,20231209
394,0,0,0,0,0,0,0,20221202,20231209
395,0,0,0,0,0,0,0,20221202,20231209
396,1,0,1,0,1,1,0,20221202,20231209
397,0,1,0,1,0,0,1,20221202,20231209
398,0,0,0,0,0,0,0,20221202,20231209
399,0,0,0,0,0,0,0,20221202,20231209
400,0,0,0,0,0,0,0,20221202,20231209
401,0,0,0,0,0,0,0,20221202,20231209
402,0,0,0,0,0,0,0,20221202,20231209
403,0,0,0,0,0,0,0,20221202,20231209
404,0,0,0,0,0,0,0,20221202,20231209
405,1,1,1,1,1,1,0,20221202,20231209
406,1,1,1,1,1,1,1,20221202,20231209
407,1,1,1,1,1,1,1,20221202,20231209
408,1,1,1,1,1,1,1,20221202,20231209
409,0,0,0,0,0,1,1,20221202,20231209
410,1,1,1,1,1,1,0,20221202,20231209
411,0,0,0,0,0,0,1,20221202,20231209
412,1,1,1,1,1,0,1,20221202,20231209
413,0,0,0,0,0,1,0,20221202,20231209
414,1,1,1,1,1,1,1,20221202,20231209
415,0,0,0,0,0,0,0,20221202,20231209
416,1,1,1,1,0,0,1,20221202,20231209
417,0,0,0,0,0,0,0,20221202,20231209
418,1,1,1,1,1,0,0,20221202,20231209
419,0,0,0,0,0,0,0,20221202,20231209
420,1,1,1,1,1,1,0,20221202,20231209
421,0,0,0,0,0,1,1,20221202,20231209
422,1,1,1,1,1,0,0,20221202,20231209
423,0,0,0,0,0,0,0,20221202,20231209
424,0,0,0,0,0,0,0,20221202,20231209
425,0,0,0,0,0,0,0,20221202,20231209
426,0,0,0,0,0,0,0,20221202,20231209
427,0,0,0,0,0,0,0,20221202,20231209
428,0,0,0,0,0,0,0,20221202,20231209
429,1,1,1,1,1,1,1,20221202,20231209
430,0,0,0,0,0,0,0,20221202,20231209
431,0,0,0,0,0,0,0,20221202,20231209
432,0,0,0,0,0,0,0,20221202,20231209
433,0,0,0,0,0,0,0,20221202,20231209
434,0,0,0,0,1,0,0,20221202,20231209
435,0,0,0,0,0,0,0,20221202,20231209
436,0,0,0,0,0,0,0,20221202,20231209
437,0,0,0,0,0,0,0,20221202,20231209
438,0,0,0,0,0,0,0,20221202,20231209
439,1,1,1,1,1,1,1,20221202,20231209
440,0,0,0,0,0,0,0,20221202,20231209
441,0,0,0,0,1,1,1,20221202,20231209
442,0,0,0,0,0,0,0,20221202,20231209
443,0,0,0,0,0,0,0,20221202,20231209
444,1,1,1,1,1,1,1,20221202,20231209
445,1,1,1,1,1,1,0,20221202,20231209
446,0,0,0,0,0,0,0,20221202,20231209
447,0,0,0,0,0,0,0,20221202,20231209
448,0,0,0,0,0,0,0,20221202,20231209
449,0,0,0,0,0,0,0,20221202,20231209
450,1,1,1,1,1,1,0,20221202,20231209
451,0,0,0,0,0,0,0,20221202,20231209
452,0,0,0,0,0,0,0,20221202,20231209
453,0,0,0,0,0,0,0,20221202,20231209
454,0,0,0,0,0,0,0,20221202,20231209
455,0,0,0,0,0,0,0,20221202,20231209
456,0,0,0,0,0,0,0,20221202,20231209
457,1,1,1,1,1,1,0,20221202,20231209
458,0,0,0,0,0,0,0,20221202,20231209
459,0,0,0,0,0,0,0,20221202,20231209
460,0,0,0,0,0,0,0,20221202,20231209
461,0,0,0,0,0,0,0,20221202,20231209
462,0,0,0,0,0,0,0,20221202,20231209
463,0,0,0,0,0,0,0,20221202,20231209
464,0,0,0,0,0,0,0,20221202,20231209
465,0,0,0,0,0,0,0,20221202,20231209
466,0,0,0,0,0,0,0,20221202,20231209
467,1,1,0,1,1,1,1,20221202,20231209
468,0,0,0,0,1,1,0,20221202,20231209
469,1,1,1,1,0,0,1,20221202,20231209
470,1,1,1,1,1,0,0,20221202,20231209
471,1,1,1,1,0,0,0,20221202,20231209
472,0,0,0,0,0,1,1,20221202,20231209
473,1,1,1,1,1,0,0,20221202,20231209
474,0,0,0,0,0,0,1,20221202,20231209
475,1,1,1,1,0,1,1,20221202,20231209
476,1,1,1,1,0,0,1,20221202,20231209
477,0,0,0,0,0,1,0,20221202,20231209
478,0,0,0,0,1,0,0,20221202,20231209
479,0,0,0,0,0,1,1,20221202,20231209
480,0,0,0,0,0,0,0,20221202,20231209
481,0,0,0,0,0,0,0,20221202,20231209
482,0,0,0,0,0,0,0,20221202,20231209
483,0,0,0,0,0,0,0,20221202,20231209
484,0,0,0,0,0,0,0,20221202,20231209
485,0,1,0,0,0,1,1,20221202,20231209
486,1,1,1,1,1,1,1,20221202,20231209
487,1,1,1,1,1,1,1,20221202,20231209
488,1,1,1,1,0,1,1,20221202,20231209
489,0,0,0,0,0,1,1,20221202,20231209
490,0,0,0,0,0,0,0,20221202,20231209
491,0,0,0,0,0,0,0,20221202,20231209
492,0,0,0,0,0,0,0,20221202,20231209
493,0,0,0,0,0,0,0,20221202,20231209
494,0,0,0,0,0,0,0,20221202,20231209
495,0,0,0,0,0,0,0,20221202,20231209
496,0,0,0,0,0,0,0,20221202,20231209
497,0,0,0,0,0,0,0,20221202,20231209
498,0,0,0,0,0,0,0,20221202,20231209
499,1,1,1,1,1,0,0,20221202,20231209
500,1,1,1,1,1,1,0,20221202,20231209
501,0,0,0,0,0,0,0,20221202,20231209
502,0,0,0,0,0,0,0,20221202,20231209
503,0,0,0,0,0,0,0,20221202,20231209
504,0,0,0,0,0,0,0,20221202,20231209
505,0,0,0,0,0,0,0,20221202,20231209
506,0,0,0,0,0,0,0,20221202,20231209
507,0,0,0,0,0,0,0,20221202,20231209
508,0,0,0,0,0,0,0,20221202,20231209
509,0,0,0,0,0,0,0,20221202,20231209
510,0,0,0,0,0,0,0,20221202,20231209
511,0,0,0,0,0,1,1,20221202,20231209
512,0,0,0,0,0,0,0,20221202,20231209
513,0,0,0,0,0,0,0,20221202,20231209
514,0,0,0,0,0,0,0,20221202,20231209
515,0,0,0,0,0,0,0,20221202,20231209
516,1,1,1,1,1,0,0,20221202,20231209
517,0,0,0,0,0,0,0,20221202,20231209
518,0,0,0,0,0,1,1,20221202,20231209
519,0,0,0,0,0,0,0,20221202,20231209
520,0,0,0,0,0,0,0,20221202,20231209
521,0,0,0,0,1,0,0,20221202,20231209
522,1,1,1,1,0,0,0,20221202,20231209
523,0,0,0,0,0,0,0,20221202,20231209
524,0,0,0,0,0,0,0,20221202,20231209
525,0,0,0,0,0,0,0,20221202,20231209
526,0,0,0,0,0,1,1,20221202,20231209
527,0,0,0,0,0,0,0,20221202,20231209
528,0,0,0,0,0,0,0,20221202,20231209
529,0,0,0,0,0,1,1,20221202,20231209
530,1,1,1,1,1,1,0,20221202,20231209
531,1,1,1,1,1,1,0,20221202,20231209
532,0,0,0,0,0,0,1,20221202,20231209
533,1,1,1,1,1,1,1,20221202,20231209
534,1,1,1,1,1,1,1,20221202,20231209
535,0,0,0,0,0,0,0,20221202,20231209
536,0,0,0,0,0,0,0,20221202,20231209
537,0,0,0,0,0,0,0,20221202,20231209
538,0,0,0,0,0,0,0,20221202,20231209
539,0,0,0,0,0,0,0,20221202,20231209
540,1,1,1,1,1,1,1,20221202,20231209
541,0,0,0,0,0,0,0,20221202,20231209
542,1,1,1,1,1,1,1,20221202,20231209
543,0,0,0,0,0,1,1,20221202,20231209
544,0,0,0,0,0,1,1,20221202,20231209
545,1,1,1,1,1,1,1,20221202,20231209
546,1,1,1,1,1,0,0,20221202,20231209
547,0,0,0,0,0,0,0,20221202,20231209
548,0,0,0,0,0,0,0,20221202,20231209
549,0,0,0,0,0,0,0,20221202,20231209
550,0,0,0,0,0,0,0,20221202,20231209
551,0,0,0,0,0,0,0,20221202,20231209
552,0,0,0,0,1,1,0,20221202,20231209
553,0,0,0,0,0,0,0,20221202,20231209
554,0,0,0,0,0,0,0,20221202,20231209
555,0,0,0,0,0,0,0,20221202,20231209
556,1,1,1,1,1,1,1,20221202,20231209
557,0,0,0,0,0,1,0,20221202,20231209
558,1,1,1,1,1,1,1,20221202,20231209
559,1,1,1,1,1,1,1,20221202,20231209
560,0,0,0,0,0,0,0,20221202,20231209
561,1,1,1,1,1,1,1,20221202,20231209
562,0,0,0,0,0,0,0,20221202,20231209
563,0,0,0,0,0,0,0,20221202,20231209
564,0,0,0,0,1,0,0,20221202,20231209
565,0,0,0,0,0,1,0,20221202,20231209
566,0,0,0,0,0,0,1,20221202,20231209
567,0,0,0,0,0,0,0,20221202,20231209
568,0,0,0,0,0,0,0,20221202,20231209
569,0,0,0,0,1,1,0,20221202,20231209
570,1,1,1,1,0,0,1,20221202,20231209
571,1,1,1,1,0,0,0,20221202,20231209
572,0,0,0,0,0,1,0,20221202,20231209
573,0,0,0,0,0,0,0,20221202,20231209
574,0,0,0,0,0,0,1,20221202,20231209
575,0,0,0,0,0,1,0,20221202,20231209
576,0,0,0,0,1,0,1,20221202,20231209
577,1,1,1,1,1,0,0,20221202,20231209
578,1,0,0,0,0,0,0,20221202,20231209
