"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
579,0,0,0,0,0,0,0,20221202,20231209
580,1,1,1,1,1,1,1,20221202,20231209
581,0,0,0,0,0,0,0,20221202,20231209
582,1,1,1,1,1,1,1,20221202,20231209
583,1,1,1,1,1,0,0,20221202,20231209
584,0,1,1,1,1,1,1,20221202,20231209
585,0,0,0,0,0,1,1,20221202,20231209
586,0,0,0,0,0,0,0,20221202,20231209
587,0,0,0,0,0,1,1,20221202,20231209
588,0,0,0,0,0,0,0,20221202,20231209
589,0,0,0,0,0,0,0,20221202,20231209
590,0,0,0,0,0,1,0,20221202,20231209
591,1,1,1,1,1,0,1,20221202,20231209
592,0,1,1,1,1,0,1,20221202,20231209
593,1,1,1,1,1,1,1,20221202,20231209
594,1,1,1,1,0,1,1,20221202,20231209
595,0,0,0,0,1,1,1,20221202,20231209
596,0,0,0,0,1,0,0,20221202,20231209
597,0,0,0,0,0,0,0,20221202,20231209
598,0,0,0,0,0,0,0,20221202,20231209
599,0,0,0,0,0,0,0,20221202,20231209
600,0,0,0,0,0,1,1,20221202,20231209
601,0,0,0,0,0,1,0,20221202,20231209
602,1,1,1,1,1,0,0,20221202,20231209
603,0,0,0,0,0,0,0,20221202,20231209
604,1,1,1,1,1,0,0,20221202,20231209
605,0,0,0,0,0,0,0,20221202,20231209
606,1,1,1,1,0,1,1,20221202,20231209
607,0,0,0,0,1,0,0,20221202,20231209
608,0,0,0,0,0,1,1,20221202,20231209
609,1,1,1,1,1,1,1,20221202,20231209
610,0,0,0,0,0,0,0,20221202,20231209
611,0,0,0,0,0,0,0,20221202,20231209
612,1,1,1,1,1,1,0,20221202,20231209
613,0,0,0,0,0,1,0,20221202,20231209
614,0,0,0,0,0,1,1,20221202,20231209
615,0,0,0,0,0,0,0,20221202,20231209
616,1,1,1,1,1,0,0,20221202,20231209
617,1,1,1,1,1,1,1,20221202,20231209
618,1,1,1,1,1,1,1,20221202,20231209
619,0,0,0,0,0,0,0,20221202,20231209
620,1,1,1,1,1,1,1,20221202,20231209
621,0,0,0,0,0,0,0,20221202,20231209
622,0,0,0,0,1,1,0,20221202,20231209
623,0,0,0,0,0,1,1,20221202,20231209
624,0,0,0,0,0,0,0,20221202,20231209
625,1,1,1,1,1,1,1,20221202,20231209
626,0,0,0,0,0,0,0,20221202,20231209
627,0,0,0,0,0,0,0,20221202,20231209
628,1,1,1,1,1,1,1,20221202,20231209
629,0,0,0,0,0,0,0,20221202,20231209
630,1,1,1,1,1,1,0,20221202,20231209
631,0,0,0,0,0,0,0,20221202,20231209
632,1,1,1,1,1,0,0,20221202,20231209
633,0,0,0,0,0,0,0,20221202,20231209
634,0,0,0,0,0,0,0,20221202,20231209
635,1,1,1,1,1,1,0,20221202,20231209
636,0,0,0,0,0,0,0,20221202,20231209
637,1,1,1,1,1,1,1,20221202,20231209
638,1,1,1,1,1,1,1,20221202,20231209
639,1,1,1,1,1,1,0,20221202,20231209
640,1,1,1,1,1,1,1,20221202,20231209
641,1,1,1,1,1,1,1,20221202,20231209
642,1,1,1,1,1,1,1,20221202,20231209
643,1,1,1,1,1,1,1,20221202,20231209
644,1,1,1,1,1,1,1,20221202,20231209
645,1,1,1,1,1,1,1,20221202,20231209
646,1,1,1,1,1,1,1,20221202,20231209
647,0,0,0,0,0,0,0,20221202,20231209
648,1,1,1,1,1,0,0,20221202,20231209
649,0,0,0,0,0,1,1,20221202,20231209
650,0,0,0,0,0,0,0,20221202,20231209
651,0,1,1,1,1,0,0,20221202,20231209
652,0,0,0,0,0,0,0,20221202,20231209
653,0,0,0,0,0,1,1,20221202,20231209
654,1,1,1,1,1,0,0,20221202,20231209
655,0,0,0,0,0,1,1,20221202,20231209
656,1,1,1,1,1,1,1,20221202,20231209
657,1,1,1,1,1,0,0,20221202,20231209
658,1,1,1,1,1,0,0,20221202,20231209
659,1,1,1,1,1,0,0,20221202,20231209
660,1,1,1,1,1,1,0,20221202,20231209
661,0,0,0,0,0,0,0,20221202,20231209
662,0,0,0,0,0,0,1,20221202,20231209
663,0,0,0,0,0,0,0,20221202,20231209
664,0,0,0,0,0,0,0,20221202,20231209
665,1,1,1,1,1,0,0,20221202,20231209
666,0,0,0,0,1,0,0,20221202,20231209
667,1,1,1,1,0,1,1,20221202,20231209
668,1,1,1,1,0,1,0,20221202,20231209
669,0,0,0,0,0,0,0,20221202,20231209
670,1,1,1,1,0,1,0,20221202,20231209
671,0,0,0,0,1,0,0,20221202,20231209
672,1,1,1,1,0,0,0,20221202,20231209
673,0,0,0,0,0,0,1,20221202,20231209
674,1,1,1,1,1,0,0,20221202,20231209
675,1,1,1,1,1,1,1,20221202,20231209
676,0,0,0,0,0,0,0,20221202,20231209
677,1,1,1,1,1,1,1,20221202,20231209
678,1,1,1,1,1,1,0,20221202,20231209
679,1,1,1,1,1,1,1,20221202,20231209
680,0,0,0,0,0,0,0,20221202,20231209
681,1,1,1,1,1,1,0,20221202,20231209
682,0,0,0,0,0,0,1,20221202,20231209
683,0,0,0,0,0,0,1,20221202,20231209
684,0,0,0,0,0,0,1,20221202,20231209
685,0,0,0,0,1,1,0,20221202,20231209
686,1,1,1,1,0,0,0,20221202,20231209
687,0,0,0,0,0,0,0,20221202,20231209
688,0,0,0,0,0,0,0,20221202,20231209
689,0,0,0,0,1,1,0,20221202,20231209
690,0,0,0,0,0,0,1,20221202,20231209
691,0,0,0,0,0,0,0,20221202,20231209
692,0,0,0,0,1,1,0,20221202,20231209
693,0,0,0,0,0,0,0,20221202,20231209
694,0,0,0,0,0,0,0,20221202,20231209
695,0,0,0,0,0,0,0,20221202,20231209
696,0,0,0,0,0,0,0,20221202,20231209
697,0,0,0,0,0,0,0,20221202,20231209
698,0,0,0,0,0,0,0,20221202,20231209
699,0,0,0,0,0,0,0,20221202,20231209
700,0,0,0,0,0,1,1,20221202,20231209
701,0,0,0,0,0,0,1,20221202,20231209
702,1,1,1,1,1,1,1,20221202,20231209
703,1,1,1,1,1,0,1,20221202,20231209
704,1,1,1,1,0,0,1,20221202,20231209
705,0,0,0,0,1,1,0,20221202,20231209
706,0,0,0,0,0,0,0,20221202,20231209
707,0,0,0,0,0,0,0,20221202,20231209
708,0,0,0,0,0,0,0,20221202,20231209
709,0,0,0,0,0,0,0,20221202,20231209
710,0,0,0,0,0,1,1,20221202,20231209
711,0,0,0,0,0,0,1,20221202,20231209
712,0,0,0,0,0,1,1,20221202,20231209
713,0,0,0,0,0,1,1,20221202,20231209
714,0,0,0,0,0,0,0,20221202,20231209
715,0,0,0,0,1,1,0,20221202,20231209
716,0,0,0,0,0,0,1,20221202,20231209
717,0,0,0,0,0,1,1,20221202,20231209
718,1,1,1,1,1,1,1,20221202,20231209
719,0,0,0,0,0,0,0,20221202,20231209
720,0,0,0,0,0,1,0,20221202,20231209
721,0,0,0,0,0,1,1,20221202,20231209
722,0,0,0,0,0,1,1,20221202,20231209
723,1,1,1,1,1,1,1,20221202,20231209
724,1,1,1,1,1,1,0,20221202,20231209
725,0,0,0,0,0,0,0,20221202,20231209
726,0,0,0,0,0,0,0,20221202,20231209
727,0,0,0,0,0,1,1,20221202,20231209
728,0,0,0,0,0,1,1,20221202,20231209
729,0,0,0,0,0,0,0,20221202,20231209
730,0,0,0,0,0,0,0,20221202,20231209
731,1,1,1,1,1,1,0,20221202,20231209
732,0,0,0,0,1,1,0,20221202,20231209
733,1,1,1,1,1,0,1,20221202,20231209
734,1,1,1,1,1,0,1,20221202,20231209
735,0,0,0,0,0,1,0,20221202,20231209
736,0,0,0,0,0,0,0,20221202,20231209
737,0,0,0,0,0,0,0,20221202,20231209
738,0,0,0,0,0,0,0,20221202,20231209
739,0,0,0,0,0,0,0,20221202,20231209
740,0,0,0,0,0,0,0,20221202,20231209
741,1,1,1,1,1,0,0,20221202,20231209
742,1,1,1,1,1,1,1,20221202,20231209
743,0,0,0,0,0,0,1,20221202,20231209
744,0,0,0,0,1,1,0,20221202,20231209
745,0,0,0,0,0,0,0,20221202,20231209
746,0,0,0,0,0,0,0,20221202,20231209
747,1,1,1,1,1,1,1,20221202,20231209
748,1,1,1,1,1,1,0,20221202,20231209
749,1,1,1,1,1,1,1,20221202,20231209
750,1,1,1,1,1,0,0,20221202,20231209
751,0,0,0,0,0,1,0,20221202,20231209
752,1,1,1,1,1,0,0,20221202,20231209
753,0,0,0,0,1,0,0,20221202,20231209
754,1,1,1,1,1,1,1,20221202,20231209
755,0,0,0,0,0,1,1,20221202,20231209
756,1,1,1,1,1,0,1,20221202,20231209
757,1,1,1,1,1,1,0,20221202,20231209
758,0,0,0,0,0,1,0,20221202,20231209
759,0,0,0,0,0,1,0,20221202,20231209
760,0,0,0,0,0,1,0,20221202,20231209
761,0,0,0,0,0,1,1,20221202,20231209
762,0,0,0,0,0,1,0,20221202,20231209
763,1,1,1,1,1,0,0,20221202,20231209
764,0,0,0,0,0,0,0,20221202,20231209
765,0,0,0,0,0,0,0,20221202,20231209
766,0,0,0,0,0,0,0,20221202,20231209
767,0,0,0,0,0,0,0,20221202,20231209
768,0,0,0,0,0,0,0,20221202,20231209
769,0,0,0,0,0,0,0,20221202,20231209
770,1,1,1,1,1,1,0,20221202,20231209
771,1,1,1,1,1,0,1,20221202,20231209
772,0,0,0,1,0,0,0,20221202,20231209
773,1,1,1,1,1,0,0,20221202,20231209
774,1,1,1,1,1,0,0,20221202,20231209
775,0,0,0,0,1,0,0,20221202,20231209
776,1,1,1,1,1,0,0,20221202,20231209
777,0,0,0,0,1,0,0,20221202,20231209
778,0,0,0,0,0,0,0,20221202,20231209
779,1,1,1,1,1,0,0,20221202,20231209
780,1,1,1,0,1,0,0,20221202,20231209
781,0,0,1,0,1,0,0,20221202,20231209
782,1,1,1,1,0,0,0,20221202,20231209
783,1,1,1,1,0,0,0,20221202,20231209
784,1,1,1,1,0,0,0,20221202,20231209
785,0,0,0,0,0,0,0,20221202,20231209
786,0,0,0,1,0,0,0,20221202,20231209
787,1,1,0,1,0,0,0,20221202,20231209
788,0,0,1,0,1,0,0,20221202,20231209
789,1,1,1,1,1,0,0,20221202,20231209
790,1,1,1,1,1,0,0,20221202,20231209
791,0,1,0,0,1,0,0,20221202,20231209
792,0,0,0,0,1,0,0,20221202,20231209
793,0,0,0,0,1,0,0,20221202,20231209
794,0,0,0,0,0,0,0,20221202,20231209
795,1,0,1,1,0,0,0,20221202,20231209
796,0,0,1,0,0,0,0,20221202,20231209
797,1,1,1,1,1,0,0,20221202,20231209
798,0,0,0,0,0,0,0,20221202,20231209
799,1,1,1,1,0,0,0,20221202,20231209
800,0,0,1,0,0,0,0,20221202,20231209
801,0,0,0,0,0,0,0,20221202,20231209
802,0,0,0,0,1,0,0,20221202,20231209
803,0,0,0,0,0,0,0,20221202,20231209
804,0,0,0,1,0,0,0,20221202,20231209
805,0,0,1,0,0,0,0,20221202,20231209
806,0,0,0,0,0,0,0,20221202,20231209
807,0,1,0,0,0,0,0,20221202,20231209
808,0,0,0,0,0,0,0,20221202,20231209
809,1,0,0,0,0,0,0,20221202,20231209
810,0,0,1,0,0,0,0,20221202,20231209
811,0,0,1,0,0,0,0,20221202,20231209
812,1,1,1,1,1,0,0,20221202,20231209
813,0,0,0,0,1,0,0,20221202,20231209
814,1,1,1,1,0,0,0,20221202,20231209
815,0,0,0,0,1,0,0,20221202,20231209
816,0,1,0,0,0,0,0,20221202,20231209
817,0,0,0,1,0,0,0,20221202,20231209
818,0,0,1,0,0,0,0,20221202,20231209
819,0,1,0,0,0,0,0,20221202,20231209
820,1,0,0,0,0,0,0,20221202,20231209
821,0,0,0,0,0,0,0,20221202,20231209
822,0,0,0,0,0,0,0,20221202,20231209
823,1,1,1,1,1,0,0,20221202,20231209
824,0,0,0,0,0,0,0,20221202,20231209
825,1,1,1,1,1,0,0,20221202,20231209
826,1,1,1,1,1,0,0,20221202,20231209
827,1,1,0,1,1,0,0,20221202,20231209
828,1,1,1,1,1,0,0,20221202,20231209
829,0,0,0,0,0,0,0,20221202,20231209
830,1,1,0,1,1,0,0,20221202,20231209
831,1,1,1,1,1,0,0,20221202,20231209
832,1,1,1,1,0,0,0,20221202,20231209
833,0,0,0,0,1,0,0,20221202,20231209
834,0,0,0,0,0,0,0,20221202,20231209
835,1,1,0,1,1,0,0,20221202,20231209
836,1,1,1,1,1,0,0,20221202,20231209
837,1,1,1,1,1,0,0,20221202,20231209
838,1,1,1,1,1,0,0,20221202,20231209
839,1,1,1,1,1,0,0,20221202,20231209
840,1,1,1,1,1,1,0,20221202,20231209
841,0,0,0,0,0,0,0,20221202,20231209
842,0,0,0,0,0,0,0,20221202,20231209
843,0,0,0,0,1,0,0,20221202,20231209
844,0,0,0,0,1,0,0,20221202,20231209
845,0,0,0,0,1,1,1,20221202,20231209
846,0,0,0,0,1,1,0,20221202,20231209
847,0,0,0,0,1,0,0,20221202,20231209
848,0,0,0,0,0,1,0,20221202,20231209
849,0,0,0,0,1,1,0,20221202,20231209
850,1,1,1,1,0,0,1,20221202,20231209
851,0,0,0,0,0,0,0,20221202,20231209
852,0,0,0,0,0,0,0,20221202,20231209
853,1,1,0,0,0,0,0,20221202,20231209
854,0,0,0,0,0,0,0,20221202,20231209
855,1,1,0,0,0,0,0,20221202,20231209
856,0,0,0,0,0,0,1,20221202,20231209
857,0,0,1,1,1,1,0,20221202,20231209
858,0,0,0,0,0,0,1,20221202,20231209
859,0,0,1,1,1,1,0,20221202,20231209
860,1,1,0,0,0,0,0,20221202,20231209
861,1,1,0,0,0,0,0,20221202,20231209
862,1,1,0,0,0,0,0,20221202,20231209
863,0,0,0,0,0,0,0,20221202,20231209
864,0,0,0,0,0,0,0,20221202,20231209
865,0,0,0,0,0,0,0,20221202,20231209
866,1,1,1,1,1,0,0,20221202,20231209
867,0,0,0,0,0,0,1,20221202,20231209
868,0,0,0,0,0,1,1,20221202,20231209
869,1,1,1,1,1,1,0,20221202,20231209
870,1,1,1,1,1,1,1,20221202,20231209
871,1,1,1,1,1,1,1,20221202,20231209
872,0,0,0,0,1,0,0,20221202,20231209
873,0,0,0,0,0,0,0,20221202,20231209
874,0,0,0,0,1,0,0,20221202,20231209
875,0,0,0,0,0,0,0,20221202,20231209
876,0,0,0,0,0,0,0,20221202,20231209
877,1,1,1,0,0,0,0,20221202,20231209
878,0,0,0,1,1,0,0,20221202,20231209
879,1,1,1,0,1,0,0,20221202,20231209
880,1,1,1,0,0,0,0,20221202,20231209
881,1,1,0,1,0,0,0,20221202,20231209
882,0,0,0,0,0,0,0,20221202,20231209
883,1,1,0,1,0,0,0,20221202,20231209
884,0,0,1,0,1,0,0,20221202,20231209
885,1,1,1,1,1,0,0,20221202,20231209
886,0,0,0,0,0,0,0,20221202,20231209
887,1,1,1,1,1,1,0,20221202,20231209
888,0,0,0,0,0,1,0,20221202,20231209
889,1,1,1,1,1,0,0,20221202,20231209
890,0,0,0,0,0,0,0,20221202,20231209
891,0,0,0,0,0,0,0,20221202,20231209
892,0,0,0,0,0,0,0,20221202,20231209
893,1,1,1,1,1,1,0,20221202,20231209
894,0,0,0,0,0,1,0,20221202,20231209
895,1,1,1,1,0,0,1,20221202,20231209
896,0,0,0,0,1,0,0,20221202,20231209
897,0,0,0,0,0,1,0,20221202,20231209
898,0,0,0,0,0,1,0,20221202,20231209
899,1,1,1,1,1,0,0,20221202,20231209
900,1,1,1,1,1,0,0,20221202,20231209
901,0,0,0,0,0,0,0,20221202,20231209
902,0,0,0,0,0,1,0,20221202,20231209
903,0,0,0,0,0,1,1,20221202,20231209
904,0,0,0,0,0,0,0,20221202,20231209
905,1,1,1,1,1,0,0,20221202,20231209
906,0,0,0,0,0,0,0,20221202,20231209
907,0,0,1,1,0,0,0,20221202,20231209
908,0,0,0,0,0,1,0,20221202,20231209
909,0,0,0,0,0,1,1,20221202,20231209
910,0,0,0,0,0,1,0,20221202,20231209
911,0,0,0,0,0,1,0,20221202,20231209
912,0,0,0,0,0,0,0,20221202,20231209
913,1,1,1,1,1,0,0,20221202,20231209
914,0,0,0,0,1,0,0,20221202,20231209
915,0,0,1,1,0,0,0,20221202,20231209
916,1,1,1,1,0,0,0,20221202,20231209
917,1,1,1,1,1,0,0,20221202,20231209
918,1,1,1,1,1,1,1,20221202,20231209
919,1,1,1,1,1,0,0,20221202,20231209
920,0,0,0,0,0,0,0,20221202,20231209
921,0,0,0,0,0,0,0,20221202,20231209
922,0,0,0,0,0,0,0,20221202,20231209
923,0,0,0,0,0,0,0,20221202,20231209
924,1,1,1,1,1,0,0,20221202,20231209
925,0,0,0,0,0,0,0,20221202,20231209
926,0,0,0,0,0,1,0,20221202,20231209
927,0,0,0,0,0,0,0,20221202,20231209
928,0,0,0,0,0,0,0,20221202,20231209
929,0,0,0,0,1,1,0,20221202,20231209
930,1,1,1,1,1,1,1,20221202,20231209
931,1,1,1,1,1,1,0,20221202,20231209
932,0,0,0,0,0,0,0,20221202,20231209
933,0,0,0,0,0,0,1,20221202,20231209
934,1,1,1,1,0,0,0,20221202,20231209
935,0,0,0,0,0,0,0,20221202,20231209
936,0,0,0,0,0,0,0,20221202,20231209
937,0,0,0,0,0,0,0,20221202,20231209
938,0,0,0,0,0,0,0,20221202,20231209
939,0,0,0,0,0,0,0,20221202,20231209
940,0,0,0,0,0,0,0,20221202,20231209
941,0,0,0,0,0,0,0,20221202,20231209
942,0,0,0,0,0,0,0,20221202,20231209
943,0,0,0,0,0,0,0,20221202,20231209
944,0,0,0,0,0,0,0,20221202,20231209
945,0,0,0,0,0,0,0,20221202,20231209
946,0,0,0,0,0,0,0,20221202,20231209
947,0,0,0,0,0,0,0,20221202,20231209
948,0,0,0,0,0,0,0,20221202,20231209
949,1,1,1,1,1,0,0,20221202,20231209
950,0,0,0,0,0,1,0,20221202,20231209
951,0,0,0,0,0,0,1,20221202,20231209
952,1,1,1,1,1,1,1,20221202,20231209
953,0,0,0,0,0,0,0,20221202,20231209
954,0,0,0,0,0,0,0,20221202,20231209
955,1,1,1,1,1,0,1,20221202,20231209
956,1,1,1,1,1,0,1,20221202,20231209
957,0,0,0,0,0,1,0,20221202,20231209
958,0,0,0,0,0,1,1,20221202,20231209
959,1,1,1,1,1,1,0,20221202,20231209
960,0,0,0,0,0,0,1,20221202,20231209
961,1,1,1,1,1,1,1,20221202,20231209
962,0,0,0,0,0,0,0,20221202,20231209
963,0,0,0,0,0,0,0,20221202,20231209
964,0,0,0,0,0,0,0,20221202,20231209
965,0,0,0,0,0,0,0,20221202,20231209
966,1,1,1,1,1,0,0,20221202,20231209
967,0,0,0,0,0,0,1,20221202,20231209
968,0,0,0,0,0,1,0,20221202,20231209
969,1,1,1,1,1,0,0,20221202,20231209
970,0,0,0,0,0,1,0,20221202,20231209
971,0,0,0,0,0,0,1,20221202,20231209
972,0,0,0,0,0,0,0,20221202,20231209
973,0,0,0,0,0,0,0,20221202,20231209
974,0,0,0,0,0,0,0,20221202,20231209
975,1,1,1,1,1,0,0,20221202,20231209
976,1,1,1,1,1,1,1,20221202,20231209
977,0,0,0,0,0,0,0,20221202,20231209
978,1,1,1,1,1,0,0,20221202,20231209
979,0,0,0,0,0,0,0,20221202,20231209
980,0,0,0,0,0,0,0,20221202,20231209
981,0,0,0,0,0,0,0,20221202,20231209
982,0,0,0,0,0,0,1,20221202,20231209
983,1,1,1,1,1,0,0,20221202,20231209
984,0,0,0,0,0,0,0,20221202,20231209
985,0,0,0,0,0,0,0,20221202,20231209
986,0,0,0,0,0,0,0,20221202,20231209
987,1,1,1,1,1,1,0,20221202,20231209
988,0,0,0,0,0,1,0,20221202,20231209
989,0,0,0,0,0,0,0,20221202,20231209
990,0,0,0,0,0,0,1,20221202,20231209
991,0,0,0,0,0,1,0,20221202,20231209
992,0,0,0,0,0,0,1,20221202,20231209
993,1,1,1,1,1,0,0,20221202,20231209
994,0,0,0,0,1,1,0,20221202,20231209
995,1,1,1,1,1,0,0,20221202,20231209
996,0,0,0,0,0,0,0,20221202,20231209
997,0,0,0,0,0,0,0,20221202,20231209
998,0,0,0,0,0,1,0,20221202,20231209
999,0,0,0,0,0,0,1,20221202,20231209
1000,0,0,0,0,0,0,0,20221202,20231209
1001,0,0,0,0,0,1,1,20221202,20231209
1002,0,0,0,0,0,1,1,20221202,20231209
1003,1,1,1,1,1,0,1,20221202,20231209
1004,1,1,1,1,1,1,0,20221202,20231209
1005,0,0,0,0,0,1,0,20221202,20231209
1006,0,0,0,0,0,0,0,20221202,20231209
1007,0,0,0,0,1,0,0,20221202,20231209
1008,0,0,0,0,0,1,0,20221202,20231209
1009,1,1,1,1,1,1,1,20221202,20231209
1010,0,0,0,0,0,1,1,20221202,20231209
1011,0,0,0,0,0,0,1,20221202,20231209
1012,1,1,1,1,1,0,0,20221202,20231209
1013,0,0,0,0,0,1,1,20221202,20231209
1014,1,1,1,1,0,0,1,20221202,20231209
1015,1,1,1,1,1,0,1,20221202,20231209
1016,0,0,0,0,0,0,1,20221202,20231209
1017,0,0,0,0,1,1,0,20221202,20231209
1018,0,0,0,0,0,0,1,20221202,20231209
1019,1,1,1,1,1,0,0,20221202,20231209
1020,0,0,0,0,0,0,0,20221202,20231209
1021,1,1,1,1,1,0,0,20221202,20231209
1022,0,0,0,0,0,0,0,20221202,20231209
1023,0,0,0,0,0,0,0,20221202,20231209
1024,1,1,1,1,1,1,1,20221202,20231209
1025,1,1,1,1,1,0,1,20221202,20231209
1026,0,0,0,0,1,0,0,20221202,20231209
1027,1,1,1,1,1,1,1,20221202,20231209
1028,0,0,0,0,0,0,0,20221202,20231209
1029,1,1,1,1,1,0,0,20221202,20231209
1030,1,1,1,1,1,0,1,20221202,20231209
1031,0,0,0,0,0,0,0,20221202,20231209
1032,0,0,0,0,0,0,0,20221202,20231209
1033,0,0,0,0,0,0,0,20221202,20231209
1034,0,0,0,0,0,0,0,20221202,20231209
1035,0,0,0,0,0,1,0,20221202,20231209
1036,0,0,0,0,0,1,0,20221202,20231209
1037,1,1,1,1,1,0,1,20221202,20231209
1038,0,0,0,0,1,1,0,20221202,20231209
1039,1,1,1,1,1,0,0,20221202,20231209
1040,0,0,0,0,0,0,1,20221202,20231209
1041,0,0,0,0,0,0,0,20221202,20231209
1042,1,1,1,1,1,1,1,20221202,20231209
1043,0,0,0,0,0,0,0,20221202,20231209
1044,0,0,0,0,0,0,0,20221202,20231209
1045,0,0,0,0,0,0,1,20221202,20231209
1046,1,1,1,1,1,1,0,20221202,20231209
1047,1,1,1,1,1,1,0,20221202,20231209
1048,1,1,1,1,1,0,0,20221202,20231209
1049,0,0,0,0,0,1,0,20221202,20231209
1050,0,0,0,0,0,0,1,20221202,20231209
1051,1,1,1,1,1,0,0,20221202,20231209
1052,0,0,0,0,0,1,0,20221202,20231209
1053,0,0,0,0,0,0,1,20221202,20231209
1054,0,0,0,0,0,0,0,20221202,20231209
1055,0,0,0,0,0,0,0,20221202,20231209
1056,0,0,0,0,0,0,0,20221202,20231209
1057,0,0,0,0,0,0,0,20221202,20231209
1058,1,1,1,1,1,0,0,20221202,20231209
1059,0,0,0,0,0,0,0,20221202,20231209
1060,0,0,0,0,0,0,0,20221202,20231209
1061,0,0,0,0,0,0,0,20221202,20231209
1062,0,0,0,0,0,0,0,20221202,20231209
1063,1,1,1,1,1,1,0,20221202,20231209
1064,0,0,0,0,0,0,1,20221202,20231209
1065,0,0,0,0,1,1,0,20221202,20231209
1066,1,1,1,1,0,0,0,20221202,20231209
1067,0,0,0,0,1,1,0,20221202,20231209
1068,0,0,0,0,0,0,0,20221202,20231209
1069,0,0,0,0,0,0,0,20221202,20231209
1070,1,1,1,1,0,0,1,20221202,20231209
1071,0,0,0,0,0,0,0,20221202,20231209
1072,0,0,0,0,0,0,1,20221202,20231209
1073,0,0,0,0,0,0,0,20221202,20231209
1074,0,0,0,0,0,0,0,20221202,20231209
1075,0,0,0,0,0,0,0,20221202,20231209
1076,1,1,1,1,1,1,0,20221202,20231209
1077,0,0,0,0,1,1,0,20221202,20231209
1078,0,0,0,0,1,0,0,20221202,20231209
1079,0,0,0,0,1,1,0,20221202,20231209
1080,1,1,1,1,0,1,0,20221202,20231209
1081,1,1,1,1,0,1,0,20221202,20231209
1082,0,0,0,0,0,1,1,20221202,20231209
1083,0,0,0,0,0,0,0,20221202,20231209
1084,0,0,0,0,0,0,0,20221202,20231209
1085,0,0,0,0,0,0,0,20221202,20231209
1086,0,0,0,0,0,0,1,20221202,20231209
1087,1,1,1,1,1,1,1,20221202,20231209
1088,1,1,1,1,1,1,0,20221202,20231209
1089,0,0,0,0,0,0,0,20221202,20231209
1090,0,0,0,0,1,1,0,20221202,20231209
1091,0,0,0,0,0,1,0,20221202,20231209
1092,1,1,1,1,1,1,1,20221202,20231209
1093,0,0,0,0,0,1,0,20221202,20231209
1094,0,0,0,0,1,1,0,20221202,20231209
1095,0,0,0,0,0,0,0,20221202,20231209
1096,1,1,1,1,1,1,1,20221202,20231209
1097,1,1,1,1,1,0,0,20221202,20231209
1098,0,0,0,0,1,1,0,20221202,20231209
1099,0,0,0,0,1,1,0,20221202,20231209
1100,1,1,1,1,1,1,1,20221202,20231209
1101,1,1,1,1,1,0,0,20221202,20231209
1102,0,0,0,0,0,0,0,20221202,20231209
1103,0,0,0,0,0,0,1,20221202,20231209
1104,0,0,0,0,0,1,0,20221202,20231209
1105,0,0,0,0,0,0,0,20221202,20231209
1106,0,0,0,0,1,1,0,20221202,20231209
1107,0,0,0,0,0,1,0,20221202,20231209
1108,1,1,1,1,0,0,1,20221202,20231209
1109,0,0,0,0,1,1,0,20221202,20231209
1110,1,1,1,1,1,1,0,20221202,20231209
1111,1,1,1,1,0,1,0,20221202,20231209
1112,0,0,0,0,0,0,0,20221202,20231209
1113,1,1,1,1,1,1,1,20221202,20231209
1114,1,1,1,1,1,0,0,20221202,20231209
1115,1,1,1,1,1,1,1,20221202,20231209
1116,0,0,0,0,0,0,0,20221202,20231209
1117,1,1,1,1,1,1,1,20221202,20231209
1118,1,1,1,1,1,1,1,20221202,20231209
1119,1,1,1,1,0,0,0,20221202,20231209
1120,0,0,0,0,1,1,1,20221202,20231209
1121,0,0,0,0,1,1,1,20221202,20231209
1122,1,1,1,1,0,0,0,20221202,20231209
1123,1,1,1,1,1,1,1,20221202,20231209
1124,0,0,0,0,0,0,0,20221202,20231209
1125,1,1,1,1,0,0,1,20221202,20231209
1126,0,0,0,0,1,1,0,20221202,20231209
1127,0,0,0,0,1,1,0,20221202,20231209
1128,0,0,0,0,0,0,0,20221202,20231209
1129,0,0,0,0,0,0,0,20221202,20231209
1130,0,0,0,0,0,0,0,20221202,20231209
1131,0,0,0,0,0,0,0,20221202,20231209
1132,1,1,1,1,1,0,1,20221202,20231209
1133,0,0,0,0,1,1,1,20221202,20231209
1134,1,1,1,1,0,0,1,20221202,20231209
1135,1,1,1,1,1,1,1,20221202,20231209
1136,0,0,0,0,1,0,0,20221202,20231209
1137,0,0,0,0,0,1,0,20221202,20231209
1138,1,1,1,1,1,1,0,20221202,20231209
1139,1,1,1,1,1,1,0,20221202,20231209
1140,1,1,1,1,0,1,0,20221202,20231209
1141,1,1,1,1,0,1,0,20221202,20231209
1142,1,1,1,1,0,1,0,20221202,20231209
1143,0,0,0,0,0,1,0,20221202,20231209
1144,0,0,0,0,0,1,0,20221202,20231209
1145,0,0,0,0,0,0,0,20221202,20231209
1146,0,0,0,0,1,1,0,20221202,20231209
1147,1,1,1,1,0,0,0,20221202,20231209
1148,0,0,0,0,0,0,0,20221202,20231209
1149,0,0,0,0,1,0,0,20221202,20231209
1150,0,0,0,0,0,0,0,20221202,20231209
1151,1,1,1,1,0,0,1,20221202,20231209
1152,1,1,1,1,0,0,0,20221202,20231209
1153,0,0,0,0,1,0,0,20221202,20231209
