"from_stop_id","to_stop_id","transfer_type","min_transfer_time","from_route_id","to_route_id","from_trip_id","to_trip_id"
"de:03355:53710::5371001","de:03355:53710::5371002",2,120,,,,
"de:03355:53710::5371002","de:03355:53710::5371001",2,120,,,,
"de:03355:53710::5371002","de:03355:53710::5371002",2,120,,,,
"de:03355:53711::5371101","de:03355:53711::5371101",2,120,,,,
"de:03355:53711::5371101","de:03355:53711::5371102",2,120,,,,
"de:03355:53711::5371102","de:03355:53711::5371101",2,120,,,,
"de:03355:53711::5371102","de:03355:53711::5371102",2,120,,,,
"de:03355:53712::5371201","de:03355:53712::5371202",2,120,,,,
"de:03355:53712::5371202","de:03355:53712::5371201",2,120,,,,
"de:03355:87001::8700101","de:03355:87001::8700101",2,120,,,,
"de:03355:87001::8700101","de:03355:87001::8700102",2,120,,,,
"de:03355:87001::8700102","de:03355:87001::8700101",2,120,,,,
"de:03355:53906::5390601","de:03355:53906::5390601",2,120,,,,
"de:03355:53908::5390801","de:03355:53908::5390802",2,120,,,,
"de:03355:53908::5390802","de:03355:53908::5390801",2,120,,,,
"de:03355:53909::5390901","de:03355:53909::5390902",2,120,,,,
"de:03355:53909::5390902","de:03355:53909::5390901",2,120,,,,
"de:03355:53920::5390201","de:03355:53920::5390201",2,120,,,,
"de:03355:53920::5390201","de:03355:53920::5390202",2,120,,,,
"de:03355:53920::5390202","de:03355:53920::5390201",2,120,,,,
"de:03355:53920::5390202","de:03355:53920::5390202",2,120,,,,
"de:03355:53950::5390501","de:03355:53950::5390502",2,120,,,,
"de:03355:53950::5390502","de:03355:53950::5390501",2,120,,,,
"de:03355:87002::8700201","de:03355:87002::8700201",2,120,,,,
"de:03355:87002::8700201","de:03355:87002::8700202",2,120,,,,
"de:03355:87002::8700202","de:03355:87002::8700201",2,120,,,,
"de:01053:87010::857986","de:01053:87010::857986",2,60,,,,
"de:01053:87010::857986","de:01053:87010::857981",2,60,,,,
"de:01053:87010::857981","de:01053:87010::857986",2,60,,,,
"de:01053:87010::857981","de:01053:87010::857981",2,60,,,,
"de:03355:87102::8710201","de:03355:87102::8710202",2,120,,,,
"de:03355:87102::8710202","de:03355:87102::8710201",2,120,,,,
"de:03355:53970::5390701","de:03355:53970::5390701",2,120,,,,
"de:03355:53970::5390701","de:03355:53970::5390702",2,120,,,,
"de:03355:53970::5390701","de:03355:53970::5390704",2,120,,,,
"de:03355:53970::5390702","de:03355:53970::5390701",2,120,,,,
"de:03355:53970::5390702","de:03355:53970::5390702",2,120,,,,
"de:03355:53970::5390702","de:03355:53970::5390704",2,120,,,,
"de:03355:87103::8710301","de:03355:87103::8710302",2,120,,,,
"de:03355:53970::5390704","de:03355:53970::5390701",2,120,,,,
"de:03355:53970::5390704","de:03355:53970::5390702",2,120,,,,
"de:03355:87103::8710302","de:03355:87103::8710301",2,120,,,,
"de:03355:87104::8710401","de:03355:87104::8710401",2,120,,,,
"de:03355:87104::8710401","de:03355:87104::8710402",2,120,,,,
"de:03355:87104::8710402","de:03355:87104::8710401",2,120,,,,
"de:03355:87201::8720101","de:03355:87201::8720101",2,120,,,,
"de:03355:87201::8720101","de:03355:87201::8720102",2,120,,,,
"de:03355:87201::8720102","de:03355:87201::8720101",2,120,,,,
"de:03355:87201::8720102","de:03355:87201::8720102",2,120,,,,
"de:03355:87301::8730101","de:03355:87301::8730101",2,120,,,,
"de:03355:87301::8730101","de:03355:87301::8730102",2,120,,,,
"de:03355:87301::8730102","de:03355:87301::8730101",2,120,,,,
"de:03355:87301::8730102","de:03355:87301::8730102",2,120,,,,
"de:03355:87302::8730202","de:03355:87302::8730201",2,120,,,,
"de:03355:87302::8730201","de:03355:87302::8730202",2,120,,,,
"de:03359:54040::50040401","de:03359:54040::50040401",2,120,,,,
"de:03359:54040::50040401","de:03359:54040::50040402",2,120,,,,
"de:03359:54040::50040402","de:03359:54040::50040401",2,120,,,,
"de:03359:54040::50040402","de:03359:54040::50040402",2,120,,,,
"de:03359:54090::50040901","de:03359:54090::50040901",2,120,,,,
"de:03355:87303::8730301","de:03355:87303::8730302",2,120,,,,
"de:03355:87303::8730302","de:03355:87303::8730301",2,120,,,,
"de:03355:87303::8730302","de:03355:87303::8730302",2,120,,,,
"de:03355:54100::5400101","de:03355:54100::5400101",2,120,,,,
"de:03355:54100::5400101","de:03355:54100::5400102",2,120,,,,
"de:03355:54100::5400102","de:03355:54100::5400101",2,120,,,,
"de:03355:54100::5400102","de:03355:54100::5400102",2,120,,,,
"de:03355:54101::5410101","de:03355:54101::5410101",2,120,,,,
"de:03355:54101::5410101","de:03355:54101::5410102",2,120,,,,
"de:03355:54101::5410102","de:03355:54101::5410101",2,120,,,,
"de:03355:54101::5410102","de:03355:54101::5410102",2,120,,,,
"de:03355:54102::5410201","de:03355:54102::5410202",2,120,,,,
"de:03355:54102::5410202","de:03355:54102::5410201",2,120,,,,
"de:03355:54103::5410301","de:03355:54103::5410301",2,120,,,,
"de:03355:54103::5410301","de:03355:54103::5410302",2,120,,,,
"de:03355:54103::5410302","de:03355:54103::5410301",2,120,,,,
"de:03355:54103::5410302","de:03355:54103::5410302",2,120,,,,
"de:03355:54104::5410401","de:03355:54104::5410402",2,120,,,,
"de:03355:54104::5410402","de:03355:54104::5410401",2,120,,,,
"de:03355:54104::5410402","de:03355:54104::5410402",2,120,,,,
"de:03355:54106::5410601","de:03355:54106::5410602",2,120,,,,
"de:03355:54106::5410602","de:03355:54106::5410601",2,120,,,,
"de:03355:54106::5410602","de:03355:54106::5410602",2,120,,,,
"de:03359:54110::50041101","de:03359:54110::50041102",2,120,,,,
"de:03359:54120::50041201","de:03359:54120::50041201",2,120,,,,
"de:03359:54120::50041201","de:03359:54120::50041202",2,120,,,,
"de:03359:54120::50041201","de:03359:51976:1:8007841",2,180,,,,
"de:03359:54120::50041202","de:03359:54120::50041201",2,120,,,,
"de:03359:54120::50041202","de:03359:54120::50041202",2,120,,,,
"de:03359:54120::50041202","de:03359:51976:1:8007841",2,180,,,,
"de:01062:87311::809551","de:01062:87311::809551",2,60,,,,
"de:01062:87311::809551","de:01062:87311::809556",2,60,,,,
"de:01062:87311::809556","de:01062:87311::809551",2,60,,,,
"de:01062:87311::809556","de:01062:87311::809556",2,60,,,,
"de:03355:87401::8740101","de:03355:87401::8740101",2,120,,,,
"de:01053:87421::857956","de:01053:87421::857956",2,240,,,,
"de:01053:87421::857956","de:01053:87421::857951",2,240,,,,
"de:01053:87421::857951","de:01053:87421::857956",2,240,,,,
"de:01053:87421::857951","de:01053:87421::857951",2,240,,,,
"de:03359:54401::15440101","de:03359:54401::15440101",2,120,,,,
"de:03359:54401::15440101","de:03359:54401::15440102",2,120,,,,
"de:03359:54401::15440102","de:03359:54401::15440101",2,120,,,,
"de:03359:54401::15440102","de:03359:54401::15440102",2,120,,,,
"de:03353:54402::5440201","de:03353:54402::5440202",2,120,,,,
"de:03353:54402::5440202","de:03353:54402::5440201",2,120,,,,
"de:01053:87422::857946","de:01053:87422::857946",2,240,,,,
"de:01053:87422::857946","de:01053:87422::857941",2,240,,,,
"de:01053:87422::857941","de:01053:87422::857946",2,240,,,,
"de:01053:87422::857941","de:01053:87422::857941",2,240,,,,
"de:03353:54403::5440301","de:03353:54403::5440302",2,120,,,,
"de:03353:54403::5440302","de:03353:54403::5440301",2,120,,,,
"de:03353:54601::5460101","de:03353:54601::5460102",2,120,,,,
"de:03353:54601::5460102","de:03353:54601::5460101",2,120,,,,
"de:03355:87602::8760201","de:03355:87602::8760202",2,120,,,,
"de:03355:87602::8760202","de:03355:87602::8760201",2,120,,,,
"de:03353:54602::5460201","de:03353:54602::5460202",2,120,,,,
"de:03353:54602::5460202","de:03353:54602::5460201",2,120,,,,
"de:03355:87702::8770201","de:03355:87702::8770201",2,120,,,,
"de:03355:87702::8770201","de:03355:87702::8770202",2,120,,,,
"de:03355:87702::8770202","de:03355:87702::8770201",2,120,,,,
"de:03355:87702::8770202","de:03355:87702::8770202",2,120,,,,
"de:03355:87703::8770301","de:03355:87703::8770302",2,120,,,,
"de:03355:87703::8770302","de:03355:87703::8770301",2,120,,,,
"de:03353:54603::5460301","de:03353:54603::5460302",2,120,,,,
"de:03353:54603::5460302","de:03353:54603::5460301",2,120,,,,
"de:03353:54604::5460401","de:03353:54604::5460402",2,120,,,,
"de:03353:54604::5460402","de:03353:54604::5460401",2,120,,,,
"de:03353:54605::5460501","de:03353:54605::5460502",2,120,,,,
"de:03353:54605::5460502","de:03353:54605::5460501",2,120,,,,
"de:03359:54801::15480101","de:03359:54801::15480102",2,120,,,,
"de:03359:54801::15480102","de:03359:54801::15480101",2,120,,,,
"de:03359:54801::15480102","de:03359:54801::15480102",2,120,,,,
"de:03353:54901::5490102","de:03353:54901::5490101",2,120,,,,
"de:03353:54901::5490101","de:03353:54901::5490102",2,120,,,,
"de:03353:54902::5490201","de:03353:54902::5490202",2,120,,,,
"de:03353:54902::5490202","de:03353:54902::5490201",2,120,,,,
"de:03359:54903::15490301","de:03359:54903::15490301",2,120,,,,
"de:03359:54904::15490401","de:03359:54904::15490402",2,120,,,,
"de:03359:54904::15490402","de:03359:54904::15490401",2,120,,,,
"de:03359:54905::15490501","de:03359:54905::15490502",2,120,,,,
"de:03359:54905::15490502","de:03359:54905::15490501",2,120,,,,
"de:03359:54920::15490201","de:03359:54920::15490201",2,120,,,,
"de:03355:55056::55056901","de:03355:55056::55056901",2,120,,,,
"de:03353:55101::5510101","de:03353:55101::5510102",2,120,,,,
"de:03353:55101::5510102","de:03353:55101::5510101",2,120,,,,
"de:01053:55571::375329","de:01053:55571::375329",2,240,,,,
"de:01053:55571::375329","de:01053:55571::375352",2,240,,,,
"de:01053:55571::375352","de:01053:55571::375329",2,240,,,,
"de:01053:55571::375352","de:01053:55571::375352",2,120,,,,
"de:03355:55701::5570101","de:03355:55701::5570101",2,120,,,,
"de:03355:55701::5570101","de:03355:55701::5570102",2,120,,,,
"de:03355:55701::5570102","de:03355:55701::5570101",2,120,,,,
"de:03355:55701::5570102","de:03355:55701::5570102",2,120,,,,
"de:03355:55702::5570201","de:03355:55702::5570201",2,120,,,,
"de:03355:55703::5570301","de:03355:55703::5570301",2,120,,,,
"de:03355:55703::5570301","de:03355:55703::5570302",2,120,,,,
"de:03355:55703::5570302","de:03355:55703::5570301",2,120,,,,
"de:03355:55703::5570302","de:03355:55703::5570302",2,120,,,,
"de:03355:55901::5590101","de:03355:55901::5590101",2,120,,,,
"de:03355:55901::5590101","de:03355:55901::5590102",2,120,,,,
"de:03355:55901::5590102","de:03355:55901::5590101",2,120,,,,
"de:03355:55901::5590102","de:03355:55901::5590102",2,120,,,,
"de:03355:56101::5610101","de:03355:56101::5610101",2,120,,,,
"de:03355:56102::5610201","de:03355:56102::5610202",2,120,,,,
"de:03355:56102::5610202","de:03355:56102::5610201",2,120,,,,
"de:03355:56103::5610301","de:03355:56103::5610301",2,120,,,,
"de:03355:56103::5610301","de:03355:56103::5610302",2,120,,,,
"de:03355:56103::5610302","de:03355:56103::5610301",2,120,,,,
"de:03355:56103::5610302","de:03355:56103::5610302",2,120,,,,
"de:03355:56201::5620101","de:03355:56201::5620101",2,120,,,,
"de:03355:56201::5620101","de:03355:56201::5620102",2,120,,,,
"de:03355:56201::5620102","de:03355:56201::5620101",2,120,,,,
"de:03355:56201::5620102","de:03355:56201::5620102",2,120,,,,
"de:03355:56301::5630101","de:03355:56301::5630102",2,120,,,,
"de:03355:56301::5630102","de:03355:56301::5630101",2,120,,,,
"de:03355:56501::5650101","de:03355:56501::5650101",2,120,,,,
"de:03355:56501::5650101","de:03355:56501::5650102",2,120,,,,
"de:03355:56501::5650102","de:03355:56501::5650101",2,120,,,,
"de:03355:56501::5650102","de:03355:56501::5650102",2,120,,,,
"de:03355:56502::5650201","de:03355:56502::5650201",2,120,,,,
"de:03355:56502::5650201","de:03355:56502::5650202",2,120,,,,
"de:03355:56502::5650202","de:03355:56502::5650201",2,120,,,,
"de:03355:56502::5650202","de:03355:56502::5650202",2,120,,,,
"de:03355:57001::5700101","de:03355:57001::5700101",2,120,,,,
"de:03355:57001::5700101","de:03355:57001::5700102",2,120,,,,
"de:03355:57001::5700102","de:03355:57001::5700101",2,120,,,,
"de:03355:57001::5700102","de:03355:57001::5700102",2,120,,,,
"de:03355:57002::5700201","de:03355:57002::5700201",2,120,,,,
"de:03355:57002::5700201","de:03355:57002::5700202",2,120,,,,
"de:03355:57002::5700202","de:03355:57002::5700201",2,120,,,,
"de:03355:57002::5700202","de:03355:57002::5700202",2,120,,,,
"de:03355:57003::5700301","de:03355:57003::5700301",2,120,,,,
"de:03355:57003::5700301","de:03355:57003::5700501",2,120,,,,
"de:03355:57003::5700501","de:03355:57003::5700301",2,120,,,,
"de:03355:57003::5700501","de:03355:57003::5700501",2,120,,,,
"de:03359:57301::15730101","de:03359:57301::15730101",2,120,,,,
"de:03359:57301::15730101","de:03359:57301::15730102",2,120,,,,
"de:03359:57301::15730102","de:03359:57301::15730101",2,120,,,,
"de:03359:57301::15730102","de:03359:57301::15730102",2,120,,,,
"de:02000:60005:2:600049","de:02000:60005:1:600048",2,60,,,,
"de:02000:60005:2:600049","de:02000:60950:1:609100",2,180,,,,
"de:02000:60005:2:600049","de:02000:60950:1:609101",2,180,,,,
"de:02000:60005:2:600049","de:02000:60950:2:99",2,180,,,,
"de:02000:60018:2:600081","de:02000:60952:1:609104",2,180,,,,
"de:02000:60018:2:600081","de:02000:60952:1:609105",2,180,,,,
"de:02000:60018:2:600081","de:02000:60018:1:600080",2,120,,,,
"de:02000:60018:2:600081","de:02000:60018:2:600082",2,120,,,,
"de:02000:60018:1:600080","de:02000:60952:1:609104",2,180,,,,
"de:02000:60018:1:600080","de:02000:60952:1:609105",2,180,,,,
"de:02000:60018:1:600080","de:02000:60018:2:600081",2,120,,,,
"de:02000:60018:1:600080","de:02000:60018:2:600082",2,120,,,,
"de:02000:60018:2:600082","de:02000:60952:1:609104",2,180,,,,
"de:02000:60018:2:600082","de:02000:60952:1:609105",2,180,,,,
"de:02000:60018:2:600082","de:02000:60018:2:600081",2,120,,,,
"de:02000:60018:2:600082","de:02000:60018:1:600080",2,120,,,,
"de:03353:60103::6010301","de:03353:60103::6010301",2,120,,,,
"de:03353:60103::6010301","de:03353:60103::6010302",2,120,,,,
"de:03353:60103::6010302","de:03353:60103::6010301",2,120,,,,
"de:03353:60103::6010302","de:03353:60103::6010302",2,120,,,,
"de:03353:60104::6010401","de:03353:60104::6010401",2,120,,,,
"de:03353:60104::6010401","de:03353:60104::6010402",2,120,,,,
"de:03353:60104::6010402","de:03353:60104::6010401",2,120,,,,
"de:03353:60104::6010402","de:03353:60104::6010402",2,120,,,,
"de:03353:60105::6010501","de:03353:60105::6010501",2,120,,,,
"de:03353:60105::6010501","de:03353:60105::11716901",2,120,,,,
"de:03353:60105::11716901","de:03353:60105::6010501",2,120,,,,
"de:03353:60106::6010601","de:03353:60106::6010601",2,120,,,,
"de:03353:60106::6010601","de:03353:60106::6010602",2,120,,,,
"000000823001","000008230010",2,300,,,,
"000000838000","000008380001",2,300,,,,
"000000838001","000008380010",2,300,,,,
"000000893000","000008930000",2,300,,,,
"000000893100","000008931001",2,300,,,,
"000000893100","000008931006",2,300,,,,
"de:03355:87800::8780002","de:03355:87800::8780002",2,120,,,,
"de:03355:87800::8780002","de:03355:87800::8780001",2,120,,,,
"de:03355:87800::8780001","de:03355:87800::8780002",2,120,,,,
"de:03355:87802::8780201","de:03355:87802::8780201",2,120,,,,
"de:03355:87901::8790101","de:03355:87901::8790101",2,120,,,,
"de:03355:87901::8790101","de:03355:87901::8790102",2,120,,,,
"de:03355:87901::8790102","de:03355:87901::8790101",2,120,,,,
"de:03355:87902::8790201","de:03355:87902::8790201",2,120,,,,
"de:03355:87902::8790201","de:03355:87902::8790202",2,120,,,,
"de:03355:87902::8790202","de:03355:87902::8790201",2,120,,,,
"de:03355:87903::8790301","de:03355:87903::8790302",2,120,,,,
"de:03355:87903::8790302","de:03355:87903::8790301",2,120,,,,
"de:03355:88202::8200201","de:03355:88202::8200201",2,120,,,,
"de:03355:88202::8200201","de:03355:88202::8200202",2,120,,,,
"de:03355:88202::8200202","de:03355:88202::8200201",2,120,,,,
"de:03355:88202::8200202","de:03355:88202::8200202",2,120,,,,
"de:03355:88501::8501101","de:03355:8001360:1:8001360",2,180,,,,
"de:03355:88508::8500801","de:03355:88508::8500802",2,120,,,,
"de:03355:88508::8500802","de:03355:88508::8500801",2,120,,,,
"de:01062:89011::890112","de:01062:89011::890112",2,120,,,,
"de:01062:89011::890112","de:01062:89011::890111",2,120,,,,
"de:01062:89011::890111","de:01062:89011::890112",2,120,,,,
"de:01062:89011::890111","de:01062:89011::890111",2,120,,,,
"de:01062:89099::890992","de:01062:89099::890991",2,120,,,,
"de:01062:89099::890991","de:01062:89099::890992",2,120,,,,
"de:01062:89099::890991","de:01062:89099::890991",2,120,,,,
"de:01062:89107::891072","de:01062:89107::891072",2,120,,,,
"de:01062:89107::891072","de:01062:89107::891071",2,120,,,,
"de:01062:89107::891071","de:01062:89107::891072",2,120,,,,
"de:01062:89107::891071","de:01062:89107::891071",2,120,,,,
"de:03355:89110::8911001","de:03355:89110::8911001",2,120,,,,
"de:03355:89110::8911001","de:03355:89110::8911002",2,120,,,,
"de:03355:89110::8911002","de:03355:89110::8911001",2,120,,,,
"de:03355:89110::8911002","de:03355:89110::8911002",2,120,,,,
"de:03355:89201::8920101","de:03355:89201::8920101",2,120,,,,
"de:03355:89201::8920101","de:03355:89201::8920102",2,120,,,,
"de:03355:89201::8920102","de:03355:89201::8920101",2,120,,,,
"de:03355:89202::8920201","de:03355:89202::8920201",2,120,,,,
"de:03355:89302::8930202","de:03355:89302::8930202",2,120,,,,
"de:03355:89302::8930202","de:03355:89302::8930201",2,120,,,,
"de:03355:89302::8930201","de:03355:89302::8930202",2,120,,,,
"de:03355:89303::8930301","de:03355:89303::8930301",2,120,,,,
"de:03355:89303::8930301","de:03355:89303::8930302",2,120,,,,
"de:03355:89303::8930302","de:03355:89303::8930301",2,120,,,,
"de:03355:89303::8930302","de:03355:89303::8930302",2,120,,,,
"de:03355:89305::8930501","de:03355:89305::8930502",2,120,,,,
"de:03355:89305::8930502","de:03355:89305::8930501",2,120,,,,
"de:03355:89306::8930601","de:03355:89306::8930602",2,120,,,,
"de:03355:89306::8930602","de:03355:89306::8930601",2,120,,,,
"de:03355:89307::8930702","de:03355:89307::8930702",2,120,,,,
"de:03355:89307::8930702","de:03355:89307::8930701",2,120,,,,
"de:03355:89307::8930701","de:03355:89307::8930702",2,120,,,,
"de:03355:89308::8930801","de:03355:89308::8930801",2,120,,,,
"de:03355:89309::8930901","de:03355:89309::8930902",2,120,,,,
"de:03355:89309::8930902","de:03355:89309::8930901",2,120,,,,
"de:03355:89309::8930902","de:03355:89309::8930902",2,120,,,,
"de:01062:89301::809301","de:01062:89301::809301",2,120,,,,
"de:03355:89401::8940101","de:03355:89401::8940101",2,120,,,,
"de:03355:89401::8940101","de:03355:89401::8940102",2,120,,,,
"de:03355:89401::8940102","de:03355:89401::8940101",2,120,,,,
"de:03355:89401::8940102","de:03355:89401::8940102",2,120,,,,
"de:03355:89501::8950101","de:03355:89501::8950101",2,120,,,,
"de:03355:89601::8960101","de:03355:89601::8960101",2,120,,,,
"de:03355:89602::8960201","de:03355:89602::8960202",2,120,,,,
"de:03355:89602::8960202","de:03355:89602::8960201",2,120,,,,
"de:03355:89604::8960401","de:03355:89604::8960401",2,120,,,,
"de:03355:89605::8960501","de:03355:89605::8960501",2,120,,,,
"de:03355:89608::8960801","de:03355:89608::8960801",2,120,,,,
"de:03355:89608::8960801","de:03355:89608::8960802",2,120,,,,
"de:03355:89608::8960802","de:03355:89608::8960801",2,120,,,,
"de:03355:89608::8960802","de:03355:89608::8960802",2,120,,,,
"de:03355:89609::8960901","de:03355:89609::8960902",2,120,,,,
"de:03355:89609::8960902","de:03355:89609::8960901",2,120,,,,
"de:03355:89609::8960902","de:03355:89609::8960902",2,120,,,,
"de:03355:89705::8970502","de:03355:89705::8970501",2,120,,,,
"de:03355:89705::8970501","de:03355:89705::8970502",2,120,,,,
"de:02000:90047::900123","de:02000:90950:1:909020",2,120,,,,
"de:02000:90047::900123","de:02000:90950:1:909021",2,120,,,,
"de:02000:90047::900123","de:02000:90950:2:909100",2,120,,,,
"de:02000:90047::900123","de:02000:90950:2:909101",2,120,,,,
"de:02000:90047::900123","de:02000:90047::900124",2,120,,,,
"de:02000:90047::900124","de:02000:90950:1:909020",2,120,,,,
"de:02000:90047::900124","de:02000:90950:1:909021",2,120,,,,
"de:02000:90047::900124","de:02000:90950:2:909100",2,120,,,,
"de:02000:90047::900124","de:02000:90950:2:909101",2,120,,,,
"de:02000:90047::900124","de:02000:90047::900123",2,120,,,,
"de:03355:90212::8021201","de:03355:90212::8021201",2,120,,,,
"de:03355:90212::8021201","de:03355:90212::8021202",2,120,,,,
"de:03355:90212::8021202","de:03355:90212::8021201",2,120,,,,
"de:03355:90212::8021202","de:03355:90212::8021202",2,120,,,,
"de:03355:90301::9030102","de:03355:90301::9030102",2,120,,,,
"de:03355:90302::9030201","de:03355:90302::9030201",2,120,,,,
"de:03355:90302::9030201","de:03355:90302::9030202",2,120,,,,
"de:03355:90302::9030202","de:03355:90302::9030201",2,120,,,,
"de:03355:90302::9030202","de:03355:90302::9030202",2,120,,,,
"de:03355:90305::9030502","de:03355:90305::9030502",2,120,,,,
"de:03355:90305::9030502","de:03355:90305::9030501",2,120,,,,
"de:03355:90305::9030501","de:03355:90305::9030502",2,120,,,,
"de:03355:90305::9030501","de:03355:90305::9030501",2,120,,,,
"de:03355:90306::9030601","de:03355:90306::9030601",2,120,,,,
"de:03355:90307::9030701","de:03355:90307::9030702",2,120,,,,
"de:03355:90307::9030702","de:03355:90307::9030701",2,120,,,,
"de:03355:90308::9030802","de:03355:90308::9030802",2,120,,,,
"de:03355:90308::9030802","de:03355:90308::9030801",2,120,,,,
"de:03355:90308::9030801","de:03355:90308::9030802",2,120,,,,
"de:03355:90308::9030801","de:03355:90308::9030801",2,120,,,,
"de:03355:90309::9030901","de:03355:90309::9030902",2,120,,,,
"de:03355:90309::9030902","de:03355:90309::9030901",2,120,,,,
"de:03355:90603::9060301","de:03355:90603::9060301",2,120,,,,
"de:03355:90603::9060301","de:03355:90603::9060302",2,120,,,,
"de:03355:90603::9060302","de:03355:90603::9060301",2,120,,,,
"de:03355:90603::9060302","de:03355:90603::9060302",2,120,,,,
"de:03355:90501::9050102","de:03355:90501::9050102",2,120,,,,
"de:03355:90501::9050102","de:03355:90501::9050101",2,120,,,,
"de:03355:90501::9050101","de:03355:90501::9050102",2,120,,,,
"de:03355:90501::9050101","de:03355:90501::9050101",2,120,,,,
"de:03355:90602::9060202","de:03355:90602::9060202",2,120,,,,
"de:03355:90602::9060202","de:03355:90602::9060201",2,120,,,,
"de:03355:90602::9060201","de:03355:90602::9060202",2,120,,,,
"de:03355:90602::9060201","de:03355:90602::9060201",2,120,,,,
"de:03355:90604::9060401","de:03355:90604::9060401",2,120,,,,
"de:03355:90604::9060401","de:03355:90604::9060402",2,120,,,,
"de:03355:90604::9060402","de:03355:90604::9060401",2,120,,,,
"de:03355:90604::9060402","de:03355:90604::9060402",2,120,,,,
"de:03355:90605::9060501","de:03355:90605::9060501",2,120,,,,
"de:03355:90606::9060601","de:03355:90606::9060601",2,120,,,,
"de:03355:90606::9060601","de:03355:90606::9060602",2,120,,,,
"de:03355:90606::9060602","de:03355:90606::9060601",2,120,,,,
"de:03355:90606::9060602","de:03355:90606::9060602",2,120,,,,
"de:03355:90607::9060702","de:03355:90607::9060702",2,120,,,,
"de:03355:90607::9060702","de:03355:90607::9060701",2,120,,,,
"de:03355:90607::9060701","de:03355:90607::9060702",2,120,,,,
"de:03355:90607::9060701","de:03355:90607::9060701",2,120,,,,
"de:01062:90651::809901","de:01062:90651::809901",2,60,,,,
"de:01062:90651::809901","de:01062:90651::809902",2,60,,,,
"de:01062:90651::809902","de:01062:90651::809901",2,60,,,,
"de:01062:90651::809902","de:01062:90651::809902",2,60,,,,
"de:03355:90701::9070101","de:03355:90701::9070101",2,120,,,,
"de:03355:90701::9070101","de:03355:90701::9070102",2,120,,,,
"de:03355:90701::9070102","de:03355:90701::9070101",2,120,,,,
"de:03355:90701::9070102","de:03355:90701::9070102",2,120,,,,
"de:03355:90910::9090501","de:03355:90910::9090501",2,120,,,,
"de:03355:90910::9090501","de:03355:90910::9090502",2,120,,,,
"de:03355:90910::9090502","de:03355:90910::9090501",2,120,,,,
"de:03355:90910::9090502","de:03355:90910::9090502",2,120,,,,
"de:03355:90913::9090301","de:03355:90913::9090301",2,120,,,,
"de:03355:90913::9090301","de:03355:90913::9090302",2,120,,,,
"de:03355:90913::9090302","de:03355:90913::9090301",2,120,,,,
"de:03355:90913::9090302","de:03355:90913::9090302",2,120,,,,
"de:03355:90914::9090401","de:03355:90914::9090401",2,120,,,,
"de:03355:90914::9090401","de:03355:90914::9090402",2,120,,,,
"de:03355:90914::9090402","de:03355:90914::9090401",2,120,,,,
"de:03355:90922::9090201","de:03355:90922::9090201",2,120,,,,
"de:03355:90922::9090201","de:03355:90922::9090202",2,120,,,,
"de:03355:90922::9090202","de:03355:90922::9090201",2,120,,,,
"de:03355:90922::9090202","de:03355:90922::9090202",2,120,,,,
"de:02000:91036:2:910109","de:02000:91036:1:910110",2,120,,,,
"de:02000:91036:2:910109","de:02000:91036:2:910109",2,120,,,,
"de:02000:91036:2:910109","de:02000:91036:3:918001",2,120,,,,
"de:03355:91303::9130301","de:03355:91303::9130301",2,120,,,,
"de:03355:91303::9130301","de:03355:91303::9130302",2,120,,,,
"de:03355:91303::9130302","de:03355:91303::9130301",2,120,,,,
"de:03355:91303::9130302","de:03355:91303::9130302",2,120,,,,
"de:03355:91401::9140102","de:03355:91401::9140102",2,120,,,,
"de:03355:91401::9140102","de:03355:91401::9140101",2,120,,,,
"de:03355:91401::9140101","de:03355:91401::9140102",2,120,,,,
"de:03355:91401::9140101","de:03355:91401::9140101",2,120,,,,
"de:01053:91421::375079","de:01053:91421::375079",2,240,,,,
"de:01053:91421::375079","de:01053:91421::375106",2,300,,,,
"de:01053:91421::375079","de:01053:91421::21005",2,300,,,,
"de:01053:91421::375106","de:01053:91421::375079",2,300,,,,
"de:01053:91421::375106","de:01053:91421::375106",2,240,,,,
"de:01053:91421::375106","de:01053:91421::21005",2,300,,,,
"de:03355:91501::9150101","de:03355:91501::9150101",2,120,,,,
"de:03355:91501::9150101","de:03355:91501::9150102",2,120,,,,
"de:03355:91501::9150102","de:03355:91501::9150101",2,120,,,,
"de:03355:91501::9150102","de:03355:91501::9150102",2,120,,,,
"de:03355:91502::9150201","de:03355:91502::9150202",2,120,,,,
"de:03355:91502::9150202","de:03355:91502::9150201",2,120,,,,
"de:03355:91502::9150202","de:03355:91502::9150202",2,120,,,,
"de:03355:91503::9150301","de:03355:91503::9150302",2,120,,,,
"de:03355:91503::9150302","de:03355:91503::9150301",2,120,,,,
"de:03355:91602::9160201","de:03355:91602::9160202",2,120,,,,
"de:03355:91602::9160202","de:03355:91602::9160201",2,120,,,,
"de:03355:91603::9160301","de:03355:91603::9160301",2,120,,,,
"de:03355:91605::9160401","de:03355:91605::9160402",2,120,,,,
"de:03355:91605::9160402","de:03355:91605::9160401",2,120,,,,
"de:03355:91701::9170101","de:03355:91701::9170102",2,120,,,,
"de:03355:91701::9170102","de:03355:91701::9170101",2,120,,,,
"de:03355:91701::9170102","de:03355:91701::9170102",2,120,,,,
"de:03355:91801::9180102","de:03355:91801::9180101",2,120,,,,
"de:03355:91801::9180101","de:03355:91801::9180102",2,120,,,,
