"from_stop_id","to_stop_id","transfer_type","min_transfer_time","from_route_id","to_route_id","from_trip_id","to_trip_id"
"de:02000:91007:2:910128","de:02000:91007:1:900009",2,120,,,,
"de:02000:91007:2:910128","de:02000:91007:1:910007",2,120,,,,
"de:02000:91007:2:910128","de:02000:91007:2:910154",2,120,,,,
"de:02000:91007:2:910154","de:02000:91007:1:900009",2,120,,,,
"de:02000:91007:2:910154","de:02000:91007:1:910007",2,120,,,,
"de:02000:91007:2:910154","de:02000:91007:2:910128",2,120,,,,
"de:03353:41007::410086","de:03353:41007::410079",2,120,,,,
"de:03353:41007::410086","de:03353:41007::410086",2,120,,,,
"de:02000:51023::510057","de:02000:51933::110118",2,720,,,,
"de:02000:51023::510057","de:02000:51933::110121",2,720,,,,
"de:02000:51023::510057","de:02000:51933::110123",2,720,,,,
"de:02000:51023::510057","de:02000:51933::110124",2,720,,,,
"de:02000:51023::510057","de:02000:51933::110126",2,720,,,,
"de:02000:51023::510057","de:02000:51933::110127",2,720,,,,
"de:02000:51023::510057","de:02000:51933::1101144",2,720,,,,
"de:02000:51023::510057","de:02000:51933::1101166",2,720,,,,
"de:02000:51023::510057","de:02000:51933::1101199",2,720,,,,
"de:02000:51023::510057","de:02000:51933::1101212",2,720,,,,
"de:02000:51023::510057","de:02000:51933::67110120",2,720,,,,
"de:02000:51023::510057","de:02000:51933::76519606",2,720,,,,
"de:02000:51023::510057","de:02000:51023::510057",2,120,,,,
"de:02000:51023::510057","de:02000:51023::510056",2,120,,,,
"de:02000:51023::510057","de:02000:51008::510037",2,120,,,,
"de:02000:51023::510057","de:02000:51008::510009",2,120,,,,
"de:02000:51023::510056","de:02000:51933::110118",2,720,,,,
"de:02000:51023::510056","de:02000:51933::110121",2,720,,,,
"de:02000:51023::510056","de:02000:51933::110123",2,720,,,,
"de:02000:51023::510056","de:02000:51933::110124",2,720,,,,
"de:02000:51023::510056","de:02000:51933::110126",2,720,,,,
"de:02000:51023::510056","de:02000:51933::110127",2,720,,,,
"de:02000:51023::510056","de:02000:51933::1101144",2,720,,,,
"de:02000:51023::510056","de:02000:51933::1101166",2,720,,,,
"de:02000:51023::510056","de:02000:51933::1101199",2,720,,,,
"de:02000:51023::510056","de:02000:51933::1101212",2,720,,,,
"de:02000:51023::510056","de:02000:51933::67110120",2,720,,,,
"de:02000:51023::510056","de:02000:51933::76519606",2,720,,,,
"de:02000:51023::510056","de:02000:51023::510057",2,120,,,,
"de:02000:51023::510056","de:02000:51023::510056",2,120,,,,
"de:02000:51023::510056","de:02000:51008::510037",2,120,,,,
"de:02000:51023::510056","de:02000:51008::510009",2,120,,,,
"de:02000:51006::510039","de:02000:51006::510039",2,120,,,,
"de:02000:51006::510039","de:02000:51006::510006",2,120,,,,
"de:02000:51006::510039","de:02000:51006::51952001",2,120,,,,
"de:02000:51006::510006","de:02000:51006::510039",2,120,,,,
"de:02000:51006::510006","de:02000:51006::510006",2,120,,,,
"de:02000:51006::510006","de:02000:51006::51952001",2,120,,,,
"de:02000:51008::510037","de:02000:51933::110118",2,240,,,,
"de:02000:51008::510037","de:02000:51933::110121",2,240,,,,
"de:02000:51008::510037","de:02000:51933::110123",2,240,,,,
"de:02000:51008::510037","de:02000:51933::110124",2,240,,,,
"de:02000:51008::510037","de:02000:51933::110126",2,240,,,,
"de:02000:51008::510037","de:02000:51933::110127",2,240,,,,
"de:02000:51008::510037","de:02000:51933::1101144",2,240,,,,
"de:02000:51008::510037","de:02000:51933::1101166",2,240,,,,
"de:02000:51008::510037","de:02000:51933::1101199",2,240,,,,
"de:02000:51008::510037","de:02000:51933::1101212",2,240,,,,
"de:02000:51008::510037","de:02000:51933::67110120",2,240,,,,
"de:02000:51008::510037","de:02000:51933::76519606",2,240,,,,
"de:02000:51008::510037","de:02000:51023::510057",2,120,,,,
"de:02000:51008::510037","de:02000:51023::510056",2,120,,,,
"de:02000:51008::510037","de:02000:51008::510037",2,120,,,,
"de:02000:51008::510037","de:02000:51008::510009",2,120,,,,
"de:02000:51008::510009","de:02000:51933::110118",2,240,,,,
"de:02000:51008::510009","de:02000:51933::110121",2,240,,,,
"de:02000:51008::510009","de:02000:51933::110123",2,240,,,,
"de:02000:51008::510009","de:02000:51933::110124",2,240,,,,
"de:02000:51008::510009","de:02000:51933::110126",2,240,,,,
"de:02000:51008::510009","de:02000:51933::110127",2,240,,,,
"de:02000:51008::510009","de:02000:51933::1101144",2,240,,,,
"de:02000:51008::510009","de:02000:51933::1101166",2,240,,,,
"de:02000:51008::510009","de:02000:51933::1101199",2,240,,,,
"de:02000:51008::510009","de:02000:51933::1101212",2,240,,,,
"de:02000:51008::510009","de:02000:51933::67110120",2,240,,,,
"de:02000:51008::510009","de:02000:51933::76519606",2,240,,,,
"de:02000:51008::510009","de:02000:51023::510057",2,120,,,,
"de:02000:51008::510009","de:02000:51023::510056",2,120,,,,
"de:02000:51008::510009","de:02000:51008::510037",2,120,,,,
"de:02000:51008::510009","de:02000:51008::510009",2,120,,,,
"de:02000:40013::400060","de:02000:40013::400005",2,120,,,,
"de:02000:40013::400060","de:02000:40013::400060",2,120,,,,
"de:02000:40013::400060","de:02000:40950:1:409100",2,240,,,,
"de:02000:40013::400060","de:02000:40950:1:409102",2,240,,,,
"de:02000:40013::400060","de:02000:40950:2:409101",2,240,,,,
"de:03359:17085::16060101","de:03359:17085::16060101",2,120,,,,
"de:03359:17085::16060101","de:03359:17085::16060102",2,120,,,,
"de:03359:17085::16060102","de:03359:17085::16060101",2,120,,,,
"de:03359:17085::16060102","de:03359:17085::16060102",2,120,,,,
"de:01053:37654::850011","de:01053:37654::850011",2,240,,,,
"de:01053:37654::850011","de:01053:37654::850016",2,240,,,,
"de:01053:37654::850016","de:01053:37654::850011",2,240,,,,
"de:01053:37654::850016","de:01053:37654::850016",2,240,,,,
"de:03359:17274::16040101","de:03359:17274::16040101",2,120,,,,
"de:03359:17274::16040101","de:03359:17274::16040102",2,120,,,,
"de:03359:17274::16040102","de:03359:17274::16040101",2,120,,,,
"de:03359:17274::16040102","de:03359:17274::16040102",2,120,,,,
"de:02000:42012::420015","de:02000:42012::420015",2,120,,,,
"de:02000:42012::420015","de:02000:42012::420013",2,120,,,,
"de:02000:42012::420013","de:02000:42012::420015",2,120,,,,
"de:02000:42012::420013","de:02000:42012::420013",2,120,,,,
"de:02000:42006::81430703","de:02000:42006::420023",2,120,,,,
"de:02000:42006::81430703","de:02000:42006::420031",2,120,,,,
"de:02000:42006::81430703","de:02000:42006::81430704",2,120,,,,
"de:02000:42006::81430704","de:02000:42006::420023",2,120,,,,
"de:02000:42006::81430704","de:02000:42006::420031",2,120,,,,
"de:02000:42006::81430704","de:02000:42006::81430703",2,120,,,,
"de:02000:82022::820102","de:02000:82022::820102",2,120,,,,
"de:02000:82022::820102","de:02000:82022::820103",2,120,,,,
"de:02000:82022::820102","de:02000:82022::820113",2,120,,,,
"de:02000:82022::820103","de:02000:82022::820102",2,120,,,,
"de:02000:82022::820103","de:02000:82022::820103",2,120,,,,
"de:02000:82022::820103","de:02000:82022::820113",2,120,,,,
"de:01053:29069::290691","de:01053:29069::290692",2,120,,,,
"de:01053:29069::290691","de:01053:29069::99",2,120,,,,
"de:01053:29069::290692","de:01053:29069::290691",2,120,,,,
"de:01053:29069::290692","de:01053:29069::99",2,120,,,,
"de:02000:22069::220293","de:02000:22069::220297",2,120,,,,
"de:02000:22069::220297","de:02000:22069::220293",2,120,,,,
"de:02000:81044::810118","de:02000:81044::810118",2,120,,,,
"de:02000:81044::810118","de:02000:81044::810117",2,120,,,,
"de:02000:81044::810118","de:02000:81044::810120",2,120,,,,
"de:01062:37187::808461","de:01062:37187::808461",2,120,,,,
"de:01062:37187::808461","de:01062:37187::99",2,120,,,,
"de:01053:65682::850181","de:01053:65682::850181",2,240,,,,
"de:01053:65682::850181","de:01053:65682::850186",2,240,,,,
"de:01053:65682::850181","de:01053:65682::376673",2,240,,,,
"de:01053:65682::850186","de:01053:65682::850181",2,240,,,,
"de:01053:65682::850186","de:01053:65682::850186",2,240,,,,
"de:01053:65682::850186","de:01053:65682::376673",2,240,,,,
"de:01053:37792::855816","de:01053:37792::855816",2,240,,,,
"de:01053:37792::855816","de:01053:37792::855811",2,240,,,,
"de:01053:37792::855811","de:01053:37792::855816",2,240,,,,
"de:01053:37792::855811","de:01053:37792::855811",2,240,,,,
"de:01053:31043::310026","de:01053:31043::310026",2,120,,,,
"de:01053:31043::310026","de:01053:31043::310432",2,120,,,,
"de:01053:85195::851951","de:01053:85195::851951",2,240,,,,
"de:01053:85195::851951","de:01053:85195::851956",2,240,,,,
"de:01053:85195::851956","de:01053:85195::851951",2,240,,,,
"de:01053:85195::851956","de:01053:85195::851956",2,240,,,,
"de:01053:85188::851886","de:01053:85188::851886",2,240,,,,
"de:01053:85188::851886","de:01053:85188::851881",2,300,,,,
"de:01053:85188::851886","de:01053:85188::210007",2,300,,,,
"de:01053:85188::851881","de:01053:85188::851886",2,300,,,,
"de:01053:85188::851881","de:01053:85188::851881",2,240,,,,
"de:01053:85188::851881","de:01053:85188::210007",2,300,,,,
"de:01053:85193::851936","de:01053:85193::851936",2,240,,,,
"de:01053:85193::851936","de:01053:85193::851931",2,240,,,,
"de:01053:85193::851931","de:01053:85193::851936",2,240,,,,
"de:01053:85193::851931","de:01053:85193::851931",2,240,,,,
"de:01053:37545::857011","de:01053:37545::857011",2,240,,,,
"de:01053:37545::857011","de:01053:37545::857016",2,240,,,,
"de:01053:37545::857016","de:01053:37545::857011",2,240,,,,
"de:01053:37545::857016","de:01053:37545::857016",2,240,,,,
"de:01053:98382::855691","de:01053:98382::855691",2,240,,,,
"de:01053:98382::855691","de:01053:98382::855696",2,240,,,,
"de:01053:98382::855696","de:01053:98382::855691",2,240,,,,
"de:01053:98382::855696","de:01053:98382::855696",2,240,,,,
"de:01053:37647::855761","de:01053:37647::855761",2,240,,,,
"de:01053:37647::855761","de:01053:37647::855766",2,240,,,,
"de:01053:37647::855766","de:01053:37647::855761",2,240,,,,
"de:01053:37647::855766","de:01053:37647::855766",2,240,,,,
"de:01053:85572::855721","de:01053:85572::855721",2,240,,,,
"de:01053:85572::855721","de:01053:85572::855726",2,240,,,,
"de:01053:85572::855726","de:01053:85572::855721",2,240,,,,
"de:01053:85572::855726","de:01053:85572::855726",2,240,,,,
"de:01053:85577::855771","de:01053:85577::855771",2,240,,,,
"de:01053:85577::855771","de:01053:85577::855776",2,240,,,,
"de:01053:85577::855776","de:01053:85577::855771",2,240,,,,
"de:01053:85577::855776","de:01053:85577::855776",2,240,,,,
"de:01053:37590::855836","de:01053:37590::855836",2,240,,,,
"de:01053:37590::855836","de:01053:37590::855831",2,240,,,,
"de:01053:37590::855831","de:01053:37590::855836",2,240,,,,
"de:01053:37590::855831","de:01053:37590::855831",2,240,,,,
"de:01053:85373::853736","de:01053:85373::853736",2,240,,,,
"de:01053:85373::853736","de:01053:85373::853731",2,240,,,,
"de:01053:85373::853731","de:01053:85373::853736",2,240,,,,
"de:01053:85373::853731","de:01053:85373::853731",2,240,,,,
"de:01053:37643::855706","de:01053:37643::855706",2,240,,,,
"de:01053:37643::855706","de:01053:37643::855701",2,240,,,,
"de:01053:37643::855701","de:01053:37643::855706",2,240,,,,
"de:01053:37643::855701","de:01053:37643::855701",2,240,,,,
"de:02000:42040::420105","de:02000:42040::420105",2,120,,,,
"de:02000:42040::420105","de:02000:42040::420108",2,120,,,,
"de:02000:42040::420108","de:02000:42040::420105",2,120,,,,
"de:02000:42040::420108","de:02000:42040::420108",2,120,,,,
"de:02000:72801::728001","de:02000:72801::728002",2,120,,,,
"de:02000:72801::728001","de:02000:72801::728011",2,120,,,,
"de:02000:72801::728002","de:02000:72801::728001",2,120,,,,
"de:02000:72801::728002","de:02000:72801::728011",2,120,,,,
"de:02000:72801::728011","de:02000:72801::728001",2,120,,,,
"de:02000:72801::728011","de:02000:72801::728002",2,120,,,,
"de:02000:72801::728011","de:02000:72801::728011",2,120,,,,
"de:01056:85001::810001","de:01056:85001::810001",2,120,,,,
"de:01056:85001::810001","de:01056:85001::850001",2,120,,,,
"de:01056:85001::850001","de:01056:85001::810001",2,120,,,,
"de:01056:85001::850001","de:01056:85001::850001",2,120,,,,
"de:01060:37110::370391","de:01060:37110::370399",2,120,,,,
"de:01060:37110::370391","de:01060:37110::370555",2,120,,,,
"de:01060:37110::370391","de:01060:37110::371104",2,120,,,,
"de:01060:37110::370399","de:01060:37110::370391",2,120,,,,
"de:01060:37110::370399","de:01060:37110::370555",2,120,,,,
"de:01060:37110::370399","de:01060:37110::371104",2,120,,,,
"de:01060:37110::370555","de:01060:37110::370391",2,120,,,,
"de:01060:37110::370555","de:01060:37110::370399",2,120,,,,
"de:01060:37110::370555","de:01060:37110::370555",2,120,,,,
"de:01060:37110::370555","de:01060:37110::371104",2,120,,,,
"de:02000:81024::810071","de:02000:81024::810071",2,120,,,,
"de:02000:81024::810071","de:02000:81024::810081",2,120,,,,
"de:02000:81024::810071","de:02000:81024::810096",2,120,,,,
"de:02000:81024::810071","de:02000:81024::810103",2,120,,,,
"de:02000:81024::810081","de:02000:81024::810071",2,120,,,,
"de:02000:81024::810081","de:02000:81024::810081",2,120,,,,
"de:02000:81024::810081","de:02000:81024::810096",2,120,,,,
"de:02000:81024::810081","de:02000:81024::810103",2,120,,,,
"de:02000:81024::810096","de:02000:81024::810071",2,120,,,,
"de:02000:81024::810096","de:02000:81024::810081",2,120,,,,
"de:02000:81024::810096","de:02000:81024::810103",2,120,,,,
"de:02000:81024::810103","de:02000:81024::810071",2,120,,,,
"de:02000:81024::810103","de:02000:81024::810081",2,120,,,,
"de:02000:81024::810103","de:02000:81024::810096",2,120,,,,
"de:02000:81024::810103","de:02000:81024::810103",2,120,,,,
"de:01053:37535::855841","de:01053:37535::855841",2,240,,,,
"de:01053:85337::853371","de:01053:85337::853372",2,60,,,,
"de:01053:85337::853371","de:01053:85337::853376",2,60,,,,
"de:01053:85337::853372","de:01053:85337::853371",2,60,,,,
"de:01053:85337::853372","de:01053:85337::853372",2,60,,,,
"de:01053:85337::853372","de:01053:85337::853376",2,60,,,,
"de:01053:85337::853376","de:01053:85337::853371",2,60,,,,
"de:01053:85337::853376","de:01053:85337::853372",2,60,,,,
"de:01053:85337::853376","de:01053:85337::853376",2,60,,,,
"de:02000:81011::810016","de:02000:81011::810048",2,120,,,,
"de:02000:81011::810048","de:02000:81011::810016",2,120,,,,
"de:02000:81011::810048","de:02000:81011::810048",2,120,,,,
"de:02000:84003::840061","de:02000:84003::840062",2,120,,,,
"de:02000:84003::840061","de:02000:84003::840063",2,120,,,,
"de:02000:84003::840061","de:02000:84003::840064",2,120,,,,
"de:02000:84003::840062","de:02000:84003::840061",2,120,,,,
"de:02000:84003::840062","de:02000:84003::840063",2,120,,,,
"de:02000:84003::840062","de:02000:84003::840064",2,120,,,,
"de:02000:84003::840063","de:02000:84003::840061",2,120,,,,
"de:02000:84003::840063","de:02000:84003::840062",2,120,,,,
"de:02000:84003::840063","de:02000:84003::840063",2,120,,,,
"de:02000:84003::840063","de:02000:84003::840064",2,120,,,,
"de:02000:84003::840064","de:02000:84003::840061",2,120,,,,
"de:02000:84003::840064","de:02000:84003::840062",2,120,,,,
"de:02000:84003::840064","de:02000:84003::840063",2,120,,,,
"de:02000:84003::840064","de:02000:84003::840064",2,120,,,,
"de:01056:82041::820137","de:01056:82041::820137",2,120,,,,
"de:01056:82041::820137","de:01056:82041::820138",2,120,,,,
"de:01056:82041::820137","de:01056:82041::820173",2,120,,,,
"de:01056:82041::820137","de:01056:82041::820174",2,120,,,,
"de:01056:82041::820138","de:01056:82041::820137",2,120,,,,
"de:01056:82041::820138","de:01056:82041::820138",2,120,,,,
"de:01056:82041::820138","de:01056:82041::820173",2,120,,,,
"de:01056:82041::820138","de:01056:82041::820174",2,120,,,,
"de:01056:82041::820173","de:01056:82041::820137",2,120,,,,
"de:01056:82041::820173","de:01056:82041::820138",2,120,,,,
"de:01056:82041::820173","de:01056:82041::820173",2,120,,,,
"de:01056:82041::820173","de:01056:82041::820174",2,120,,,,
"de:01056:82041::820174","de:01056:82041::820137",2,120,,,,
"de:01056:82041::820174","de:01056:82041::820138",2,120,,,,
"de:01056:82041::820174","de:01056:82041::820173",2,120,,,,
"de:01056:99825::998251","de:01056:99825::998252",2,120,,,,
"de:01056:99825::998252","de:01056:99825::998251",2,120,,,,
"de:02000:84008::1101","de:02000:84008::2101",2,120,,,,
"de:02000:84008::1101","de:02000:84008::840045",2,120,,,,
"de:02000:84008::2101","de:02000:84008::1101",2,120,,,,
"de:02000:84008::2101","de:02000:84008::840045",2,120,,,,
"de:02000:84008::840045","de:02000:84008::1101",2,120,,,,
"de:02000:84008::840045","de:02000:84008::2101",2,120,,,,
"de:02000:84008::840045","de:02000:84008::840045",2,120,,,,
"de:01056:97210::970179","de:01056:97210::970179",2,120,,,,
"de:01056:97210::970179","de:01056:97210::972102",2,120,,,,
"de:01056:97210::972102","de:01056:97210::970179",2,120,,,,
"de:01056:97210::972102","de:01056:97210::972102",2,120,,,,
"de:01056:97211::970092","de:01056:97211::972113",2,120,,,,
"de:01056:97211::970092","de:01056:97211::972114",2,120,,,,
"de:01056:97211::972113","de:01056:97211::970092",2,120,,,,
"de:01056:97211::972113","de:01056:97211::972113",2,120,,,,
"de:01056:97211::972113","de:01056:97211::972114",2,120,,,,
"de:01056:97211::972114","de:01056:97211::970092",2,120,,,,
"de:01056:97211::972114","de:01056:97211::972113",2,120,,,,
"de:01056:97211::972114","de:01056:97211::972114",2,120,,,,
"de:01056:97195::970078","de:01056:97195::970093",2,120,,,,
"de:01056:97195::970078","de:01056:97195::971953",2,120,,,,
"de:01056:97195::970078","de:01056:97195::971954",2,120,,,,
"de:01056:97195::970093","de:01056:97195::970078",2,120,,,,
"de:01056:97195::970093","de:01056:97195::971953",2,120,,,,
"de:01056:97195::970093","de:01056:97195::971954",2,120,,,,
"de:01056:97195::971953","de:01056:97195::970078",2,120,,,,
"de:01056:97195::971953","de:01056:97195::970093",2,120,,,,
"de:01056:97195::971953","de:01056:97195::971954",2,120,,,,
"de:01056:97195::971954","de:01056:97195::970078",2,120,,,,
"de:01056:97195::971954","de:01056:97195::970093",2,120,,,,
"de:01056:97195::971954","de:01056:97195::971953",2,120,,,,
"de:01056:97195::971954","de:01056:97195::971954",2,120,,,,
"de:01056:97209::970180","de:01056:97209::972092",2,120,,,,
"de:01056:97209::970180","de:01056:97209::972093",2,120,,,,
"de:01056:97209::970180","de:01056:97209::972094",2,120,,,,
"de:01056:97209::972092","de:01056:97209::970180",2,120,,,,
"de:01056:97209::972092","de:01056:97209::972092",2,120,,,,
"de:01056:97209::972092","de:01056:97209::972093",2,120,,,,
"de:01056:97209::972092","de:01056:97209::972094",2,120,,,,
"de:01056:97209::972093","de:01056:97209::970180",2,120,,,,
"de:01056:97209::972093","de:01056:97209::972092",2,120,,,,
"de:01056:97209::972093","de:01056:97209::972093",2,120,,,,
"de:01056:97209::972093","de:01056:97209::972094",2,120,,,,
"de:01056:97209::972094","de:01056:97209::970180",2,120,,,,
"de:01056:97209::972094","de:01056:97209::972092",2,120,,,,
"de:01056:97209::972094","de:01056:97209::972093",2,120,,,,
"de:01056:97209::972094","de:01056:97209::972094",2,120,,,,
"de:02000:80053:1:800123","de:02000:80053:1:800123",2,120,,,,
"de:02000:80053:1:800123","de:02000:80053:1:800133",2,120,,,,
"de:02000:80053:1:800123","de:02000:80053:2:800533",2,120,,,,
"de:02000:80053:1:800123","de:02000:80053:2:800534",2,120,,,,
"de:02000:80053:1:800133","de:02000:80053:1:800123",2,120,,,,
"de:02000:80053:1:800133","de:02000:80053:1:800133",2,120,,,,
"de:02000:80053:1:800133","de:02000:80053:2:800533",2,120,,,,
"de:02000:80053:1:800133","de:02000:80053:2:800534",2,120,,,,
"de:02000:80053:2:800533","de:02000:80053:1:800123",2,120,,,,
"de:02000:80053:2:800533","de:02000:80053:1:800133",2,120,,,,
"de:02000:80053:2:800533","de:02000:80053:2:800533",2,120,,,,
"de:02000:80053:2:800533","de:02000:80053:2:800534",2,120,,,,
"de:02000:80053:2:800534","de:02000:80053:1:800123",2,120,,,,
"de:02000:80053:2:800534","de:02000:80053:1:800133",2,120,,,,
"de:02000:80053:2:800534","de:02000:80053:2:800533",2,120,,,,
"de:02000:82020::820088","de:02000:82020::820088",2,120,,,,
"de:02000:82020::820088","de:02000:82020::820089",2,120,,,,
"de:02000:82020::820088","de:02000:82020::820090",2,120,,,,
"de:02000:82020::820088","de:02000:82020::820091",2,120,,,,
"de:02000:82020::820089","de:02000:82020::820088",2,120,,,,
"de:02000:82020::820089","de:02000:82020::820089",2,120,,,,
"de:02000:82020::820089","de:02000:82020::820090",2,120,,,,
"de:02000:82020::820089","de:02000:82020::820091",2,120,,,,
"de:02000:82020::820090","de:02000:82020::820088",2,120,,,,
"de:02000:82020::820090","de:02000:82020::820089",2,120,,,,
"de:02000:82020::820090","de:02000:82020::820091",2,120,,,,
"de:02000:82020::820091","de:02000:82020::820088",2,120,,,,
"de:02000:82020::820091","de:02000:82020::820089",2,120,,,,
"de:02000:82020::820091","de:02000:82020::820090",2,120,,,,
"de:01056:97123::971231","de:01056:97123::971231",2,120,,,,
"de:01056:97123::971231","de:01056:97123::971232",2,120,,,,
"de:01056:97123::971232","de:01056:97123::971231",2,120,,,,
"de:03353:54201::5420101","de:03353:54201::5420101",2,240,,,,
"de:03353:54201::5420101","de:03353:54201::5420102",2,240,,,,
"de:03353:54201::5420102","de:03353:54201::5420101",2,240,,,,
"de:03353:54201::5420102","de:03353:54201::5420102",2,240,,,,
"de:03353:54202::5420201","de:03353:54202::5420201",2,240,,,,
"de:03353:54202::5420201","de:03353:54202::5420202",2,240,,,,
"de:03353:54202::5420202","de:03353:54202::5420201",2,240,,,,
"de:03353:54202::5420202","de:03353:54202::5420202",2,240,,,,
"de:03353:54203::5420301","de:03353:54203::5420301",2,240,,,,
"de:03353:54203::5420301","de:03353:54203::5420302",2,240,,,,
"de:03353:54203::5420302","de:03353:54203::5420301",2,240,,,,
"de:03353:54203::5420302","de:03353:54203::5420302",2,240,,,,
"de:03353:28036::5440101","de:03353:28036::5440101",2,240,,,,
"de:03353:28036::5440101","de:03353:28036::5440102",2,240,,,,
"de:03353:28036::5440102","de:03353:28036::5440101",2,240,,,,
"de:03353:28036::5440102","de:03353:28036::5440102",2,240,,,,
"de:03353:54404::5440401","de:03353:54404::5440402",2,240,,,,
"de:03353:54404::5440402","de:03353:54404::5440401",2,240,,,,
"de:03353:54404::5440402","de:03353:54404::5440402",2,240,,,,
"de:03353:28057::5441001","de:03353:28057::5441001",2,240,,,,
"de:03353:28057::5441001","de:03353:28057::280266",2,240,,,,
"de:03353:28057::280266","de:03353:28057::5441001",2,240,,,,
"de:01060:37141::751291","de:01060:37141::751291",2,120,,,,
"de:01060:37141::751291","de:01060:37141::751296",2,120,,,,
"de:01060:37141::751296","de:01060:37141::751291",2,120,,,,
"de:13076:4512:1:1","de:13076:4512:1:1",2,300,,,,
"de:01053:85555::855551","de:01053:85555::855551",2,120,,,,
"de:01053:85555::855551","de:01053:85555::855556",2,120,,,,
"de:01053:85555::855556","de:01053:85555::855551",2,120,,,,
"de:01053:85555::855556","de:01053:85555::855556",2,60,,,,
"de:02000:72048::720022","de:02000:72048::720022",2,120,,,,
"de:02000:72048::720022","de:02000:72048::720021",2,120,,,,
"de:02000:72048::720021","de:02000:72048::720022",2,120,,,,
"de:02000:72048::720021","de:02000:72048::720021",2,120,,,,
"de:01003:58059::1","de:01003:58059::1",2,60,,,,
"de:01003:58059::1","de:01003:58059::2",2,60,,,,
"de:01003:58059::2","de:01003:58059::1",2,60,,,,
"de:01003:58059::2","de:01003:58059::2",2,60,,,,
"de:01003:57872::1","de:01003:57872::1",2,60,,,,
"de:01003:57872::1","de:01003:57872::2",2,60,,,,
"de:01003:57872::2","de:01003:57872::1",2,60,,,,
"de:01003:57872::2","de:01003:57872::2",2,60,,,,
"de:01003:58062::1","de:01003:58062::1",2,60,,,,
"de:01003:58062::1","de:01003:58062::2",2,60,,,,
"de:01003:58062::2","de:01003:58062::1",2,60,,,,
"de:01003:58062::2","de:01003:58062::2",2,60,,,,
"de:01003:57901::1","de:01003:57901::2",2,60,,,,
"de:01003:57901::2","de:01003:57901::1",2,60,,,,
"de:02000:55005::550039","de:02000:55005::550039",2,120,,,,
"de:02000:55005::550039","de:02000:55005::550110",2,120,,,,
"de:02000:55005::550110","de:02000:55005::550039",2,120,,,,
"de:02000:55005::550110","de:02000:55005::550110",2,120,,,,
"de:02000:55003::550030","de:02000:55003::550030",2,120,,,,
"de:02000:55003::550030","de:02000:55003::550006",2,120,,,,
"de:02000:55003::550006","de:02000:55003::550030",2,120,,,,
"de:02000:55003::550006","de:02000:55003::550006",2,120,,,,
"de:02000:91017::900008","de:02000:91017::900008",2,120,,,,
"de:02000:91017::900008","de:02000:91017::910008",2,120,,,,
"de:02000:91017::910008","de:02000:91017::900008",2,120,,,,
"de:02000:91017::910008","de:02000:91017::910008",2,120,,,,
"de:02000:83014::830066","de:02000:83014::830020",2,120,,,,
"de:02000:83014::830066","de:02000:83014::830048",2,120,,,,
"de:02000:83014::830066","de:02000:83014::830044",2,120,,,,
"de:01053:26063::856911","de:01053:26063::856911",2,120,,,,
"de:01053:26063::856911","de:01053:26063::260161",2,120,,,,
"de:01053:85579::855791","de:01053:85579::855791",2,240,,,,
"de:01053:85579::855791","de:01053:85579::855796",2,240,,,,
"de:01053:85579::855796","de:01053:85579::855791",2,240,,,,
"de:01053:85579::855796","de:01053:85579::855796",2,240,,,,
"de:01056:97804::700921","de:01056:97804::700921",2,120,,,,
"de:01056:97804::700921","de:01056:97804::700926",2,120,,,,
"de:01056:97804::700926","de:01056:97804::700921",2,120,,,,
"de:01056:97804::700926","de:01056:97804::700926",2,120,,,,
"de:01053:28087::858991","de:01053:28087::858991",2,120,,,,
"de:01053:28087::858991","de:01053:28087::858996",2,120,,,,
"de:01053:28087::858996","de:01053:28087::858991",2,120,,,,
"de:01053:28087::858996","de:01053:28087::858996",2,120,,,,
"de:01056:99836::704251","de:01056:99836::704251",1,,,,,
"de:01056:99836::704251","de:01056:99836::998362",2,120,,,,
"de:01053:31034::855201","de:01053:31034::855201",1,,,,,
"de:01053:26067::856971","de:01053:26067::856971",2,120,,,,
"de:01053:26067::856971","de:01053:26067::856976",2,120,,,,
"de:01053:26067::856976","de:01053:26067::856971",2,120,,,,
"de:01053:26067::856976","de:01053:26067::856976",2,120,,,,
"de:03353:43034::430086","de:03353:43034::430086",2,120,,,,
"de:03353:43034::430086","de:03353:43034::430103",2,120,,,,
"de:01056:97048::970482","de:01056:97048::970482",2,120,,,,
"de:01056:97048::970482","de:01056:97048::970481",2,120,,,,
"de:01062:37065::370182","de:01062:37065::370568",2,120,,,,
"de:01062:72055::720143","de:01062:72055::720143",2,120,,,,
"de:01062:72055::720143","900000802921",2,120,,,,
"de:01056:97044::970035","de:01056:97044::970035",2,120,,,,
"de:01056:97044::970035","de:01056:97044::970444",2,120,,,,
"de:01056:99858::700221","de:01056:99858::700221",2,120,,,,
"de:01056:99858::700221","de:01056:99858::998582",2,120,,,,
"de:01056:99857::700211","de:01056:99857::700211",2,120,,,,
"de:01056:99857::700211","de:01056:99857::998572",2,120,,,,
"de:01062:34001:1:340085","de:01062:34001:2:340032",2,120,,,,
"de:01062:34001:1:340085","de:01062:34001:2:340049",2,120,,,,
"de:01062:34001:1:340085","de:01062:34001:1:340052",2,120,,,,
"de:01062:34001:1:340085","de:01062:34001:2:340053",2,120,,,,
"de:01062:34001:1:340085","de:01062:34001:1:340085",2,120,,,,
